GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(캜),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(?,GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(캜),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Mar 03 12:25:25 EST 2014,03-Mar-2014 12:25:25.791,-79.94634369,40.444514,2.0,3.0,244.0,88.6,-9.38,-0.71,-0.72,-0.02,-0.03,-0.06,-0.96,-0.18,48.28,-,995.18,-866.39,-,91,35.29,-107.66,706.5,4.01,0.31,0.01,1.05,244,5.47,-,3,0.78,88.6,2.9,-,3.87,-4,-,-,44.91,1575.99,-,-,12.57,7.95,35.52,-,3177,2771.79,405.85,7,-,-,-,-,286.81,-,-,-,17.65
Mon Mar 03 12:25:27 EST 2014,03-Mar-2014 12:25:27.821,-79.94629038,40.44451697,2.0,3.0,244.0,96.7,-9.51,-0.86,0.76,-0,-0.01,-0.08,-0.99,-0.05,48.25,-,995.07,-866.4,-,91,30.98,-107.66,795,4.01,0.31,0.01,1.05,244,7.03,-,3,-1.56,96.7,0.2,-,3.87,-4,-,-,44.91,1576,-,-,12.57,7.95,35.52,-,3179,2773.83,405.85,7,-,-,-,-,286.81,-,-,-,17.65
Mon Mar 03 12:25:29 EST 2014,03-Mar-2014 12:25:29.864,-79.94625888,40.44450719,0.75,4.0,244.0,121.6,-9.85,0.4,-0.53,0.02,0,-0.05,-1,-0.18,48.23,-,995.09,-866.41,-,92,33.33,-107.67,713.5,4.01,0.29,0,1.05,244,7.03,-,4,1.56,121.6,1.4,-,3.59,-4,-,-,44.92,1576,-,-,12.57,7.95,35.52,-,3181,2775.83,405.85,4,-,-,-,-,286.81,-,-,-,17.65
Mon Mar 03 12:25:31 EST 2014,03-Mar-2014 12:25:31.936,-79.9462422,40.44448988,1.0,3.0,244.0,124.4,-9.47,0.27,-1.73,0,-0.02,-0.02,-0.96,-0.29,48.2,-,995.05,-866.41,-,92,52.16,-107.67,834.5,4.02,0.41,0.01,1.05,244,7.03,-,3,-0.78,124.4,0.6,-,5.09,-4,-,-,44.92,1576,-,-,12.57,7.95,35.52,-,3183,2777.9,405.85,3,-,-,-,-,286.81,-,-,-,18.82
Mon Mar 03 12:25:33 EST 2014,03-Mar-2014 12:25:33.967,-79.9462289,40.44446699,1.25,3.0,250.0,158.3,-9.93,0.33,-1.72,0.05,0.03,0.03,-1.01,-0.28,48.17,-,995.05,-866.42,-,92,43.53,-107.67,988,4.02,0.53,0.01,1.05,250,4.69,-,3,-7.03,158.3,0.4,-,6.64,-4,-,-,44.92,1576,0.21,0.28,12.57,7.95,35.52,2.04,3185,2779.98,405.85,4,-,-,-,-,286.81,-,-,-,23.14
Mon Mar 03 12:25:35 EST 2014,03-Mar-2014 12:25:35.990,-79.94621675,40.44444195,1.25,4.0,246.0,151.7,-9.48,0.28,-1.63,-0,0.02,0.02,-1.01,-0.26,48.15,-,995.03,-866.44,-,92,47.06,-107.67,1331,4.02,0.94,0.02,1.05,246,-0.78,-,4,0.78,151.7,4.6,-,11.73,-3,-,-,44.93,1576.01,3.19,4.28,12.57,7.95,35.52,22.91,3187,2782.02,405.85,10,-,-,-,-,286.81,-,-,-,23.14
Mon Mar 03 12:25:37 EST 2014,03-Mar-2014 12:25:38.024,-79.94619764,40.44440377,1.75,4.0,242.0,153.0,-9.88,0.11,-0.58,0.03,-0.09,0,-0.91,-0.18,48.13,-,994.95,-866.47,-,92,44.31,-107.68,1658.25,4.02,1.17,0.02,1.05,242,-0.78,-,4,-3.12,153,10.6,-,14.61,-3,-,-,44.93,1576.01,5.1,6.84,12.57,7.95,35.52,29.39,3189,2784.04,405.85,16,-,-,-,-,286.81,-,-,-,19.61
Mon Mar 03 12:25:39 EST 2014,03-Mar-2014 12:25:40.140,-79.94617369,40.44432341,4.5,4.0,239.0,163.5,-9.2,-0.25,-0.44,-0.04,0.08,-0.09,-1.07,-0.21,48.11,-,994.9,-866.49,-,92,26.27,-107.68,1753.75,4.02,0.82,0.01,1.05,239,1.56,-,4,-3.12,163.5,10.9,-,10.18,-3,-,-,44.94,1576.02,3.02,4.04,12.57,7.95,35.52,16.42,3191,2786.12,405.85,19,-,-,-,-,287.47,-,-,-,19.22
Mon Mar 03 12:25:41 EST 2014,03-Mar-2014 12:25:42.194,-79.94615197,40.44422206,4.75,5.0,244.0,166.0,-10.66,-0.85,-1.01,0.11,0.06,-0.08,-1.05,-0.25,48.09,-,994.88,-866.51,-,91,30.2,-107.68,1682.25,4.02,0.71,0.01,1.05,244,1.56,-,5,3.12,166,0.9,-,8.85,-3,-,-,44.95,1576.03,3.02,4.04,12.57,7.95,35.52,16.42,3193,2788.15,405.85,18,-,-,-,-,287.79,-,-,-,18.43
Mon Mar 03 12:25:43 EST 2014,03-Mar-2014 12:25:44.276,-79.94614213,40.44411871,4.75,7.0,242.0,169.7,-9.93,-0.58,-1.5,0.04,0.02,-0.08,-1.01,-0.22,48.07,-,994.85,-866.52,-,90,34.12,-107.69,1594.25,4.03,0.59,0.01,1.05,242,0,-,7,2.34,169.7,0.1,-,7.36,-3,-,-,44.96,1576.04,-,-,12.57,7.95,35.52,-,3196,2790.29,405.85,17,-,-,-,-,288.01,-,-,-,17.65
Mon Mar 03 12:25:45 EST 2014,03-Mar-2014 12:25:46.318,-79.94613773,40.44401961,4.75,7.0,241.0,169.8,-10.24,-0.78,-0.66,0.07,-0.05,-0.05,-0.94,-0.13,48.06,-,994.85,-866.54,-,90,23.92,-107.69,1616.5,4.03,0.64,0.01,1.05,241,2.34,-,7,-1.56,169.8,0.1,-,8.02,-3,-,-,44.97,1576.05,-,-,12.57,7.95,35.52,-,3198,2792.33,405.85,17,-,-,-,-,288.34,-,-,-,17.65
Mon Mar 03 12:25:47 EST 2014,03-Mar-2014 12:25:48.304,-79.94613038,40.44392313,4.75,8.0,243.0,167.1,-9.32,-0.21,0.36,-0.03,-0.05,-0.02,-0.95,-0.06,48.03,-,994.83,-866.55,-,89,26.67,-107.69,1360.5,4.03,0.52,0.01,1.05,243,5.47,-,8,1.56,167.1,3.1,-,6.53,-3,-,-,44.98,1576.06,-,-,12.57,7.95,35.52,-,3200,2794.33,405.85,14,-,-,-,-,288.51,-,-,-,17.65
Mon Mar 03 12:25:49 EST 2014,03-Mar-2014 12:25:50.295,-79.94614378,40.443853849999996,2.75,8.0,243.0,173.7,-9.83,-1.13,-0.63,0.03,-0.02,-0.11,-0.97,-0.18,48.01,-,994.84,-866.56,-,89,31.76,-107.69,897,4.03,0.41,0.01,1.06,243,6.25,-,8,-2.34,173.7,9.2,-,5.09,-3,-,-,44.99,1576.07,-,-,12.57,7.95,35.52,-,3202,2796.29,405.85,7,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:25:51 EST 2014,03-Mar-2014 12:25:52.310,-79.94616275999999,40.4438338,1.25,6.0,241.0,172.1,-9.59,-0.88,-0.91,0,-0.03,-0.09,-0.96,-0.18,47.98,-,994.79,-866.56,-,89,49.8,-107.69,747.25,4.03,0.33,0.01,1.06,241,5.47,-,6,1.56,172.1,0.5,-,4.15,-3,-,-,44.99,1576.07,-,-,12.57,7.95,35.52,-,3204,2798.29,405.85,5,-,-,-,-,288.64,-,-,-,18.04
Mon Mar 03 12:25:53 EST 2014,03-Mar-2014 12:25:54.324,-79.94615401,40.44381212,1.75,4.0,239.0,141.9,-9.79,-0.62,-0.83,0.02,-0,-0.03,-1,-0.16,47.96,-,994.8,-866.57,-,89,30.2,-107.7,885.25,4.03,0.37,0.01,1.06,239,6.25,-,4,-2.34,141.9,2.6,-,4.65,-3,-,-,44.99,1576.08,1.28,1.72,12.57,7.95,35.51,13.83,3206,2800.31,405.85,8,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:25:55 EST 2014,03-Mar-2014 12:25:56.355,-79.94612041,40.44378917,2.25,4.0,239.0,128.0,-9.68,-0.53,-0.42,0.01,-0.03,-0.08,-0.97,-0.15,47.93,-,994.77,-866.57,-,90,30.59,-107.7,754.25,4.03,0.28,0,1.06,239,7.03,-,4,-2.34,128,1.7,-,3.54,-4,-,-,45,1576.08,1.28,1.72,12.57,7.95,35.51,13.83,3208,2802.33,405.85,8,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:25:57 EST 2014,03-Mar-2014 12:25:58.333,-79.94607543,40.44377177,2.25,4.0,240.0,116.4,-9.39,-0.25,-0.06,-0.02,-0.08,0,-0.92,-0.09,47.91,-,994.79,-866.57,-,90,30.98,-107.7,749.25,4.03,0.27,0,1.06,240,7.81,-,4,0.78,116.4,1.1,-,3.32,-4,-,-,45,1576.08,-,-,12.57,7.95,35.51,-,3210,2804.34,405.85,7,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:25:59 EST 2014,03-Mar-2014 12:26:00.319,-79.94603592,40.44377443,1.75,4.0,240.0,92.1,-9.76,-0.29,-0.73,0.02,-0.03,-0.01,-0.97,-0.15,47.88,-,994.76,-866.57,-,90,31.76,-107.7,698.25,4.03,0.26,0,1.06,240,7.03,-,4,0.78,92.1,3.2,-,3.21,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3212,2806.34,405.85,4,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:01 EST 2014,03-Mar-2014 12:26:02.347,-79.94606631,40.44381044,0.0,4.0,235.0,0.0,-9.63,-0.04,-0.68,0,-0.01,-0.03,-0.99,-0.17,47.85,-,994.79,-866.58,-,90,26.27,-107.7,784.25,4.03,0.25,0,1.06,235,6.25,-,4,5.47,0,0.9,-,3.1,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3214,2807.16,407.04,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:03 EST 2014,03-Mar-2014 12:26:04.400,-79.94608956,40.44383981,0.0,5.0,233.0,0.0,-9.7,-0.31,-0.69,0.01,0,-0.01,-0.98,-0.16,47.83,-,994.8,-866.58,-,91,27.45,-107.7,752.25,4.03,0.23,0,1.06,233,8.59,-,5,0,0,0,-,2.87,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3216,2807.16,409.03,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:06 EST 2014,03-Mar-2014 12:26:06.386,-79.94608644,40.4438558,0.0,6.0,232.0,0.0,-10.13,-0.35,-0.85,0.06,-0.05,-0.01,-0.94,-0.16,47.8,-,994.82,-866.58,-,91,27.84,-107.7,720.25,4.03,0.22,0,1.06,232,8.59,-,6,-3.91,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3218,2807.16,411.33,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:07 EST 2014,03-Mar-2014 12:26:08.328,-79.94608644,40.4438558,0.0,6.0,232.0,0.0,-9.57,-0.2,-0.6,-0,-0.02,-0.02,-0.98,-0.16,47.77,-,994.82,-866.59,-,91,28.63,-107.7,704.75,4.03,0.22,0,1.06,232,8.59,-,6,-3.91,0,0,-,2.71,-5,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3220,2807.16,413.05,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:09 EST 2014,03-Mar-2014 12:26:10.246,-79.94607515,40.44386337,0.0,5.0,230.0,0.0,-10.07,-0.35,-0.77,0.05,0.03,-0.04,-1.03,-0.18,47.74,-,994.84,-866.6,-,91,28.24,-107.7,707.5,4.03,0.22,0,1.06,230,8.59,-,5,-3.12,0,0,-,2.71,-5,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3222,2807.16,414.99,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:11 EST 2014,03-Mar-2014 12:26:12.221,-79.94607091,40.44386277,0.0,5.0,230.0,0.0,-10.28,-0.34,-0.89,0.07,0.01,-0.03,-1,-0.18,47.71,-,994.86,-866.6,-,91,28.63,-107.7,698.25,4.04,0.22,0,1.06,230,9.38,-,5,-1.56,0,0,-,2.71,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3224,2807.16,416.93,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:13 EST 2014,03-Mar-2014 12:26:14.244,-79.9460682,40.44386227,0.0,5.0,230.0,0.0,-9.13,-0.01,-0.57,-0.05,0.02,-0.03,-1.01,-0.17,47.68,-,994.83,-866.61,-,92,28.63,-107.71,670.75,4.04,0.22,0,1.06,230,8.59,-,5,-3.91,0,0,-,2.71,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3226,2807.16,418.93,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:15 EST 2014,03-Mar-2014 12:26:16.231,-79.94606768,40.44386219,0.0,5.0,230.0,0.0,-10.12,-0.31,-0.8,0.05,-0.08,-0,-0.92,-0.14,47.65,-,994.83,-866.62,-,92,28.63,-107.71,694.5,4.04,0.22,0,1.06,230,8.59,-,5,-2.34,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3228,2807.16,420.93,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:17 EST 2014,03-Mar-2014 12:26:18.258,-79.94606707,40.44386204,0.0,4.0,230.0,0.0,-9.65,-0.17,-0.73,0.01,0.04,-0.04,-1.03,-0.2,47.62,-,994.82,-866.62,-,92,28.63,-107.71,693.75,4.04,0.22,0,1.06,230,8.59,-,4,-1.56,0,0,-,2.71,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3230,2807.16,422.93,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:19 EST 2014,03-Mar-2014 12:26:20.210,-79.94606694,40.44386206,0.0,4.0,230.0,0.0,-9.04,-0.17,-0.41,-0.06,0.04,-0.04,-1.03,-0.19,47.59,-,994.82,-866.63,-,92,28.63,-107.71,701.5,4.04,0.22,0,1.06,230,7.81,-,4,-3.91,0,0,-,2.71,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3232,2807.16,424.92,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:21 EST 2014,03-Mar-2014 12:26:22.169,-79.94606692,40.44386211,0.0,5.0,230.0,0.0,-9.51,-0.22,-0.64,-0.01,-0.06,-0.01,-0.94,-0.15,47.57,-,994.79,-866.63,-,92,28.63,-107.71,708,4.04,0.22,0,1.06,230,8.59,-,5,-1.56,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3234,2807.16,426.86,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:23 EST 2014,03-Mar-2014 12:26:24.180,-79.94606677,40.44386222,0.0,4.0,230.0,0.0,-9.05,-0.14,-0.43,-0.06,0.04,-0.02,-1.04,-0.18,47.54,-,994.8,-866.64,-,92,28.63,-107.71,675.5,4.04,0.22,0,1.06,230,8.59,-,4,-0.78,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3236,2807.16,428.87,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:25 EST 2014,03-Mar-2014 12:26:26.250,-79.94606671,40.4438623,0.0,4.0,230.0,0.0,-9.08,-0.05,-0.52,-0.05,-0.05,-0.02,-0.95,-0.15,47.51,-,994.79,-866.65,-,92,28.63,-107.71,715.5,4.04,0.22,0,1.06,230,8.59,-,4,-0.78,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3238,2807.16,430.93,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:27 EST 2014,03-Mar-2014 12:26:28.287,-79.94606677,40.44386239,0.0,4.0,230.0,0.0,-8.85,-0.01,-0.42,-0.08,0.01,-0.02,-1,-0.17,47.48,-,994.79,-866.65,-,92,28.63,-107.71,721.25,4.04,0.22,0,1.06,230,8.59,-,4,1.56,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3240,2807.16,432.95,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:29 EST 2014,03-Mar-2014 12:26:30.271,-79.94606684,40.44386248,0.0,4.0,230.0,0.0,-9.47,-0.14,-0.59,-0.01,0,-0.02,-1,-0.18,47.45,-,994.81,-866.66,-,92,28.63,-107.71,688.5,4.04,0.22,0,1.06,230,8.59,-,4,-3.12,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3242,2807.16,434.94,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:31 EST 2014,03-Mar-2014 12:26:32.235,-79.94606688,40.44386253,0.0,4.0,230.0,0.0,-9.07,-0.12,-0.43,-0.06,0.05,-0.04,-1.04,-0.18,47.42,-,994.83,-866.67,-,92,28.63,-107.71,709.5,4.04,0.22,0,1.06,230,8.59,-,4,-2.34,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3244,2807.16,436.93,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:33 EST 2014,03-Mar-2014 12:26:34.280,-79.94606689,40.44386257,0.0,4.0,230.0,0.0,-9.39,-0.19,-0.61,-0.02,-0.02,-0.02,-0.98,-0.16,47.39,-,994.76,-866.67,-,92,29.02,-107.71,703.5,4.04,0.22,0,1.06,230,7.81,-,4,0.78,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3246,2807.16,438.95,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:35 EST 2014,03-Mar-2014 12:26:36.248,-79.94606676,40.44386257,0.0,4.0,230.0,0.0,-10.16,-0.27,-0.72,0.06,0.04,-0.03,-1.04,-0.17,47.37,-,994.73,-866.68,-,92,28.63,-107.71,716.5,4.04,0.23,0,1.06,230,7.81,-,4,-0.78,0,0,-,2.82,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3248,2807.16,440.94,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:37 EST 2014,03-Mar-2014 12:26:38.262,-79.94606659,40.44386259,0.0,4.0,230.0,0.0,-9.29,-0.14,-0.65,-0.03,-0.01,-0.03,-0.99,-0.17,47.34,-,994.77,-866.69,-,92,28.63,-107.72,703.25,4.04,0.22,0,1.06,230,8.59,-,4,0.78,0,0,-,2.76,-4,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3250,2807.16,442.96,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:39 EST 2014,03-Mar-2014 12:26:40.273,-79.94606652,40.44386261,0.0,5.0,230.0,0.0,-9.08,-0,-0.42,-0.05,-0.08,0,-0.91,-0.13,47.31,-,994.8,-866.69,-,92,28.63,-107.72,691.25,4.04,0.22,0,1.06,230,8.59,-,5,-3.12,0,0,-,2.76,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3252,2807.16,444.95,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:41 EST 2014,03-Mar-2014 12:26:42.251,-79.94606632,40.44386271,0.0,4.0,230.0,0.0,-9.5,-0.24,-0.57,-0.01,-0,-0.02,-1,-0.16,47.28,-,994.8,-866.7,-,92,28.63,-107.72,687.25,4.04,0.22,0,1.06,230,8.59,-,4,0,0,0,-,2.76,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3254,2807.16,446.95,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:43 EST 2014,03-Mar-2014 12:26:44.278,-79.94606623,40.44386277,0.0,3.0,230.0,0.0,-9.45,-0.09,-0.62,-0.02,-0.01,-0.03,-0.99,-0.16,47.25,-,994.8,-866.71,-,92,28.63,-107.72,702.5,4.04,0.22,0,1.06,230,8.59,-,3,-3.12,0,0,-,2.76,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3256,2807.16,448.96,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:45 EST 2014,03-Mar-2014 12:26:46.270,-79.94606624,40.44386284,0.0,3.0,230.0,0.0,-9.21,-0.19,-0.57,-0.04,0.02,-0.02,-1.01,-0.17,47.22,-,994.82,-866.71,-,92,28.63,-107.72,700.75,4.04,0.22,0,1.06,230,8.59,-,3,2.34,0,0,-,2.76,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3258,2807.16,450.95,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:47 EST 2014,03-Mar-2014 12:26:48.257,-79.94606634,40.44386292,0.0,3.0,230.0,0.0,-9.38,-0.2,-0.47,-0.02,0.03,-0.03,-1.03,-0.19,47.2,-,994.79,-866.72,-,92,28.63,-107.72,702,4.04,0.22,0,1.06,230,8.59,-,3,-3.91,0,0,-,2.76,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3260,2807.16,452.96,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:49 EST 2014,03-Mar-2014 12:26:50.279,-79.94606641,40.443863,0.0,3.0,230.0,0.0,-9.98,-0.36,-0.87,0.04,-0,-0.03,-1,-0.16,47.17,-,994.79,-866.73,-,92,28.63,-107.72,710,4.04,0.22,0,1.06,230,8.59,-,3,-3.12,0,0,-,2.76,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3262,2807.16,454.96,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:51 EST 2014,03-Mar-2014 12:26:52.345,-79.9460664,40.44386302,0.0,4.0,230.0,0.0,-10.07,-0.29,-0.84,0.05,0.03,-0.03,-1.03,-0.19,47.14,-,994.79,-866.73,-,92,28.63,-107.72,707.25,4.04,0.22,0,1.06,230,8.59,-,4,-2.34,0,0,-,2.76,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3264,2807.16,457.05,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:53 EST 2014,03-Mar-2014 12:26:54.324,-79.94606643,40.44386308,0.0,3.0,230.0,0.0,-10.19,-0.23,-0.81,0.06,-0.06,-0.01,-0.93,-0.15,47.11,-,994.79,-866.74,-,92,28.63,-107.72,732.5,4.05,0.23,0,1.06,230,8.59,-,3,0.78,0,0,-,2.82,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3266,2807.16,459.04,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:55 EST 2014,03-Mar-2014 12:26:56.241,-79.94606633,40.44386306,0.0,3.0,230.0,0.0,-9.8,-0.19,-0.69,0.02,0.06,-0.03,-1.06,-0.18,47.08,-,994.83,-866.75,-,92,28.63,-107.72,705.5,4.05,0.22,0,1.06,230,8.59,-,3,-3.12,0,0,-,2.76,-3,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3268,2807.16,460.99,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:57 EST 2014,03-Mar-2014 12:26:58.284,-79.94606613,40.44386303,0.0,3.0,230.0,0.0,-9.6,-0.27,-0.67,-0,-0.02,-0.01,-0.98,-0.17,47.05,-,994.84,-866.75,-,92,28.63,-107.72,695,4.05,0.22,0,1.06,230,8.59,-,3,-3.12,0,0,-,2.76,-2,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3270,2807.16,462.99,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:26:59 EST 2014,03-Mar-2014 12:27:00.267,-79.94606598,40.44386299,0.0,3.0,230.0,0.0,-9.12,-0.2,-0.54,-0.05,0.03,-0.01,-1.03,-0.18,47.03,-,994.77,-866.76,-,92,28.63,-107.73,700.25,4.05,0.22,0,1.06,230,7.81,-,3,-3.12,0,0,-,2.76,-2,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3272,2807.16,464.98,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:27:01 EST 2014,03-Mar-2014 12:27:02.222,-79.94606588,40.44386295,0.0,3.0,230.0,0.0,-9.55,-0.12,-0.5,-0.01,-0.01,-0.01,-0.99,-0.18,47,-,994.81,-866.77,-,93,28.63,-107.73,696.75,4.05,0.22,0,1.06,230,8.59,-,3,-3.12,0,0,-,2.76,-2,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3274,2807.16,466.93,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:27:03 EST 2014,03-Mar-2014 12:27:04.370,-79.94606575,40.44386287,0.0,3.0,230.0,0.0,-10.26,-0.37,-0.89,0.07,0.02,-0.02,-1.01,-0.16,46.97,-,994.77,-866.77,-,93,28.63,-107.73,702.5,4.05,0.22,0,1.06,230,8.59,-,3,0,0,0,-,2.76,-2,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3276,2807.16,469.01,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:27:05 EST 2014,03-Mar-2014 12:27:06.366,-79.9460657,40.44386283,0.0,3.0,230.0,0.0,-9.93,-0.31,-0.77,0.03,-0.04,-0.01,-0.95,-0.14,46.94,-,994.79,-866.78,-,93,28.63,-107.73,676,4.05,0.23,0,1.06,230,8.59,-,3,-3.91,0,0,-,2.82,-2,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3278,2807.16,471.05,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:27:07 EST 2014,03-Mar-2014 12:27:08.417,-79.94606571,40.44386283,0.0,4.0,230.0,0.0,-9.53,-0.17,-0.7,-0.01,-0.08,-0,-0.92,-0.14,46.91,-,994.79,-866.79,-,93,28.63,-107.73,688.75,4.05,0.22,0,1.06,230,8.59,-,4,-3.12,0,0,-,2.76,-2,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3280,2807.16,473.06,0,-,-,-,-,288.64,-,-,-,17.65
Mon Mar 03 12:27:09 EST 2014,03-Mar-2014 12:27:10.389,-79.94606571,40.44386285,0.0,4.0,230.0,0.0,-9.01,-0.08,-0.39,-0.06,0.05,-0.03,-1.04,-0.19,46.89,-,994.79,-866.79,-,93,28.63,-107.73,706.5,4.05,0.23,0,1.06,230,8.59,-,4,1.56,0,0,-,2.82,-2,-,-,45.01,1576.09,-,-,12.57,7.95,35.51,-,3282,2807.16,475.06,0,-,-,-,-,288.64,-,-,-,17.65
