GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(°),GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(°C),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Oct 28 11:02:38 EDT 2013,28-Oct-2013 11:02:45.112,-79.94873567,40.44438971,15.25,3,234,71,-9.57,2.37,0.7,0.03,0.22,0.31,-1.17,0.05,45.74,14.98,992.73,452.02,0,83,13.73,66.25,2158.5,1.8,0.19,0,0.47,234,-0.78,-,3,0,71,1.8,13.85,2.23,17,-,-,34.12,201.68,16.05,21.52,10.66,9.38,30.11,70.99,2315,1855.19,460.31,54,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:40 EDT 2013,28-Oct-2013 11:02:46.976,-79.94839438,40.44445226,14.5,4,235,79.1,-10.03,-0.55,-1.92,0.06,0.01,-0.04,-0.99,-0.27,45.75,16.63,992.72,452.02,0,84,0,66.25,141.25,1.8,0,0,0.47,235,-0.78,-,4,0,79.1,0.9,13.85,0.62,17,-,-,34.15,201.71,16.05,21.52,10.66,9.38,30.12,70.99,2317,1857.06,460.31,54,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:41 EDT 2013,28-Oct-2013 11:02:48.370,-79.94822212,40.44445719,14.5,3,235,87,-10.13,-0.6,-3.82,0.12,0.02,-0.03,-0.96,-0.44,45.75,15.96,992.79,452.02,0,84,0,66.25,0,1.8,0,0,0.47,235,-0.78,-,3,0,87,1.8,13.85,0.14,17,-,-,34.16,201.73,-,-,10.66,9.38,30.12,-,2318,1858.46,460.31,54,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:43 EDT 2013,28-Oct-2013 11:02:49.921,-79.94788451,40.44447526,14.75,3,236,87.8,-10.51,-0.34,-3.39,0.15,0.09,-0.04,-1.02,-0.48,45.76,15.54,992.87,452.02,0,84,0,66.25,0,1.8,0,0,0.47,236,-0.78,-,3,0,87.8,0.9,13.85,0.12,17,-,-,34.19,201.75,-,-,10.66,9.38,30.12,-,2320,1860.02,460.31,54,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:44 EDT 2013,28-Oct-2013 11:02:51.470,-79.94770734,40.44449074,15,3,236,88,-9.22,-0.85,-2.86,0.01,0,-0.05,-0.99,-0.26,45.76,15.33,992.94,452.02,0,84,0,66.25,0,1.8,0,0,0.47,236,-0.78,-,3,0,88,0.9,13.85,0.1,18,-,-,34.2,201.77,-,-,10.66,9.38,30.12,-,2321,1861.55,460.31,54,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:46 EDT 2013,28-Oct-2013 11:02:52.983,-79.9473451,40.4445023,15.25,3,236,87.7,-9.67,-0.76,-1.16,0.01,0.02,-0.07,-1,-0.28,45.77,15.31,992.9,452.02,0,84,0,66.25,0,1.8,0,0,0.47,236,-0.78,-,3,0,87.7,1.2,13.85,0.09,18,-,-,34.24,201.8,12.22,16.38,10.66,9.38,30.12,-,2323,1863.08,460.31,57,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:47 EDT 2013,28-Oct-2013 11:02:54.493,-79.9471693,40.44450604,15,3,235,87.1,-8.76,-0.47,-2.48,-0.05,0,-0.06,-1,-0.16,45.77,15.29,992.96,452.02,0,84,0,66.25,0,1.8,0,0,0.47,235,-0.78,-,3,0,87.1,0.9,13.83,0.09,18,-,-,34.25,201.81,12.22,16.38,10.66,9.38,30.12,-,2324,1864.58,460.31,54,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:49 EDT 2013,28-Oct-2013 11:02:55.994,-79.94685338,40.44451141,13.5,3,237,87.2,-9.73,-0.16,-1.57,0.02,-0.08,-0.05,-0.92,-0.09,45.77,15.28,993.02,452.02,0,84,0,66.25,0,1.8,0,0,0.47,237,-0.78,-,3,0,87.2,0.2,13.87,0.09,18,-,-,34.28,201.84,-,-,10.66,9.38,30.12,-,2326,1866.07,460.31,52,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:50 EDT 2013,28-Oct-2013 11:02:57.517,-79.94669955,40.4445134,12.25,3,238,87.8,-9.89,-0.31,-1.55,0.04,-0.01,-0.08,-0.99,-0.17,45.77,15.28,993.05,452.02,0,84,0,66.25,0,1.8,0,0,0.47,238,-0.78,-,3,0,87.8,3.6,13.87,0.07,18,-,-,34.29,201.85,-,-,10.66,9.38,30.12,-,2327,1867.59,460.31,45,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:52 EDT 2013,28-Oct-2013 11:02:58.978,-79.94644917,40.44451035,9.25,3,240,87.2,-8.91,-0.87,-0.25,-0.07,-0.06,-0.03,-0.94,-0.1,45.77,15.28,993.13,452.02,0,84,0,66.25,0,1.8,0,0,0.47,240,-0.78,-,3,0,87.2,2.7,13.87,0.09,18,-,-,34.31,201.88,-,-,10.66,9.38,30.12,-,2329,1869.08,460.31,36,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:53 EDT 2013,28-Oct-2013 11:03:00.480,-79.94637696,40.44451132,6.75,4,240,87.7,-9.8,0.75,-1.56,0.03,0.06,0.05,-1.05,-0.22,45.76,15.28,993.01,452.02,0,84,0,66.25,0,1.8,0,0,0.47,240,-0.78,-,4,0,87.7,8.3,13.87,0.07,18,-,-,34.32,201.88,-,-,10.66,9.38,30.12,-,2330,1870.57,460.31,25,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:55 EDT 2013,28-Oct-2013 11:03:02.054,-79.94627252,40.44449781,4,4,240,105.1,-8.82,1.61,-4.57,0.04,-0.09,0.16,-0.84,-0.4,45.74,15.28,993.05,452.02,0,84,0,66.25,0,1.8,0,0,0.47,240,-0.78,-,4,0,105.1,0.9,13.85,0.07,18,-,-,34.33,201.89,-,-,10.66,9.38,30.12,-,2332,1872.14,460.31,18,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:56 EDT 2013,28-Oct-2013 11:03:03.494,-79.94625512,40.44446425,3.5,3,240,142.7,-8.64,0.12,-4.24,0,0.12,0.08,-0.94,-0.7,45.72,12.53,993.04,452.09,0,84,67.06,66.25,976.5,1.8,0.17,0,0.47,240,1.56,-,3,0,142.7,0.6,13.71,2.25,18,-,-,34.33,201.9,-,-,10.66,9.38,30.12,-,2333,1873.59,460.31,15,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:58 EDT 2013,28-Oct-2013 11:03:05.068,-79.94622676,40.44438028,4.75,5,239,168.5,-9.75,0.69,-4.5,0.12,0.14,0.04,-1.08,-0.48,45.71,14.89,992.9,452.12,0,85,87.45,66.25,2464.75,1.8,2,0.03,0.47,239,1.56,-,5,-1.56,168.5,6.7,13.73,21.26,18,-,-,34.34,201.9,11.51,15.44,10.66,9.38,30.12,44.6,2335,1875.14,460.31,22,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:02:59 EDT 2013,28-Oct-2013 11:03:06.570,-79.94621575,40.44429053,7.25,5,238,176.4,-10.32,-0.31,-2.07,0.09,-0.31,-0.05,-0.61,-0.41,45.7,14.72,992.94,452.03,0,85,89.41,66.24,2110.75,1.81,1.49,0.02,0.47,238,2.34,-,5,-0.78,176.4,12.9,13.73,18.76,18,-,-,34.35,201.91,16.3,21.85,10.66,9.38,30.12,73.72,2336,1876.64,460.31,30,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:01 EDT 2013,28-Oct-2013 11:03:08.088,-79.94623871,40.44413009,8.75,6,240,176.6,-4.05,0.59,-0.53,-0.56,-0.16,-0.05,-0.8,-0.34,45.7,14.74,992.89,451.97,0,85,90.2,66.24,1382,1.81,0.9,0.01,0.47,240,-0.78,-,6,-4.69,176.6,4.4,13.77,11.15,17,-,-,34.37,201.93,12.61,16.91,10.66,9.38,30.12,87.14,2338,1878.15,460.31,35,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:02 EDT 2013,28-Oct-2013 11:03:09.632,-79.94624611,40.44403609,9.5,6,241,176.3,-10.59,-0.53,-2.19,0.12,0.01,-0.12,-0.99,-0.3,45.69,16.19,992.88,451.97,0,85,54.12,66.24,153.75,1.81,0,0,0.47,241,-0.78,-,6,0,176.3,2.5,13.85,0.59,17,-,-,34.38,201.94,12.61,16.91,10.66,9.38,30.12,87.14,2340,1879.71,460.31,34,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:04 EDT 2013,28-Oct-2013 11:03:11.089,-79.94624535,40.44387745,8,6,243,174.4,-9.33,-0.87,-1.2,-0.02,-0.03,-0.18,-0.95,-0.16,45.68,15.95,992.9,451.97,0,85,0,66.24,0,1.81,0,0,0.47,243,-0.78,-,6,0,174.4,3.3,13.83,0.9,17,-,-,34.4,201.96,-,-,10.66,9.38,30.12,-,2341,1881.17,460.31,30,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:06 EDT 2013,28-Oct-2013 11:03:12.625,-79.94620748,40.44378708,4.75,5,245,151.2,-9.18,-0.96,-1.79,-0.02,0.03,-0.16,-0.99,-0.31,45.67,15.78,992.88,451.97,0,85,0,66.24,0,1.81,0,0,0.47,245,-0.78,-,5,0,151.2,6.8,13.85,0.1,17,-,-,34.41,201.97,-,-,10.66,9.38,30.12,-,2343,1882.75,460.31,22,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:07 EDT 2013,28-Oct-2013 11:03:14.182,-79.94617569,40.44376079,3.25,5,246,134.3,-9.33,0.41,-1.56,-0.02,0,0.01,-0.99,-0.24,45.65,15.58,992.87,451.97,0,85,0,66.24,0,1.81,0,0,0.47,246,-0.78,-,5,0,134.3,2.1,13.85,0.1,18,-,-,34.41,201.98,-,-,10.66,9.38,30.12,-,2344,1884.28,460.31,15,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:08 EDT 2013,28-Oct-2013 11:03:15.658,-79.94613412,40.44375626,3,4,245,107.9,-9.84,-0.06,-0.88,0.03,0,-0.02,-0.99,-0.18,45.63,15.48,992.94,451.97,0,85,0,66.24,0,1.81,0,0,0.47,245,-0.78,-,4,0,107.9,0.8,13.85,0.1,18,-,-,34.41,201.98,-,-,10.66,9.38,30.12,-,2346,1885.74,460.31,10,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:10 EDT 2013,28-Oct-2013 11:03:17.152,-79.94608968,40.44376325,1,5,243,103.5,-8.92,-0.35,-3.94,0.01,0,-0.01,-0.91,-0.51,45.61,15.39,992.83,451.97,0,85,0,66.24,0,1.81,0,0,0.47,243,-0.78,-,5,0,103.5,1.4,13.81,0.07,18,-,-,34.42,201.98,-,-,10.66,9.38,30.12,-,2347,1887.25,460.31,4,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:11 EDT 2013,28-Oct-2013 11:03:18.643,-79.94608633,40.44376616,0.5,4,242,103.5,-9.35,0.65,-2.8,0.02,-0.03,0.04,-0.91,-0.39,45.59,15.33,992.83,451.97,0,85,0,66.24,0,1.81,0,0,0.47,242,-0.78,-,4,0,103.5,0.4,13.85,0.09,18,-,-,34.42,201.98,-,-,10.66,9.38,30.12,-,2349,1888.73,460.31,4,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:13 EDT 2013,28-Oct-2013 11:03:20.135,-79.94605432,40.4437825,2,4,243,54.1,-9.3,0.79,-1.97,-0.01,0,0.08,-0.97,-0.33,45.56,15.32,992.85,451.97,0,85,0,66.24,0,1.81,0,0,0.47,243,-0.78,-,4,0,54.1,2.5,13.85,0.09,18,-,-,34.42,201.99,1.54,2.07,10.66,9.38,30.12,-,2350,1890.19,460.31,7,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:14 EDT 2013,28-Oct-2013 11:03:21.610,-79.94601835,40.44378935,2.5,4,243,72.7,-8.92,-0.9,-3.39,0,-0.02,-0.09,-0.91,-0.45,45.54,15.27,992.89,451.97,0,85,0,66.24,0,1.81,0,0,0.47,243,-0.78,-,4,0,72.7,2.8,13.85,0.09,18,-,-,34.43,201.99,2.14,2.87,10.66,9.38,30.12,-,2352,1891.72,460.31,10,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:16 EDT 2013,28-Oct-2013 11:03:23.088,-79.94594477,40.44380449,3.25,3,243,63.6,-10.03,-1.12,-0.37,0.05,0.01,-0.09,-1.01,-0.17,45.53,15.23,992.9,451.97,0,85,0,66.24,0,1.81,0,0,0.47,243,-0.78,-,3,0,63.6,2.1,13.85,0.09,18,-,-,34.43,202,1.8,2.41,10.66,9.38,30.12,-,2353,1893.16,460.31,12,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:17 EDT 2013,28-Oct-2013 11:03:24.585,-79.94592199,40.44382641,3,4,244,36.8,-9.6,-0.12,-2.93,0.04,-0.01,-0.04,-0.98,-0.17,45.51,15.2,992.95,451.97,0,85,0,66.24,0,1.81,0,0,0.47,244,-0.78,-,4,0,36.8,0.3,13.85,0.07,18,-,-,34.43,202,1.8,2.41,10.66,9.38,30.12,-,2354,1894.66,460.31,12,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:19 EDT 2013,28-Oct-2013 11:03:26.139,-79.94590415,40.44382917,0,3,245,0,-9.3,-0.28,-2.39,0,-0.01,-0.02,-0.96,-0.33,45.49,15.18,992.86,451.97,0,85,0,66.24,0,1.81,0,0,0.47,245,-0.78,-,3,0,0,4,12.48,0.09,18,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2356,1896.23,460.31,5,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:21 EDT 2013,28-Oct-2013 11:03:27.620,-79.9459027,40.44381785,0,3,246,0,-9.39,-0.27,-2.28,0,-0.01,-0.03,-0.96,-0.33,45.46,15.15,992.72,451.97,0,85,0,66.24,0,1.81,0,0,0.47,246,-0.78,-,3,0,0,5,11.74,0.07,18,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2358,1897.74,460.31,5,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:22 EDT 2013,28-Oct-2013 11:03:29.086,-79.945901,40.44381336,0,3,246,0,-9.38,-0.2,-2.33,0,-0.01,-0.02,-0.96,-0.35,45.44,15.14,992.81,451.97,0,85,0,66.24,0,1.81,0,0,0.47,246,-0.78,-,3,0,0,0,11.56,0.09,18,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2359,1898.25,461.21,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:23 EDT 2013,28-Oct-2013 11:03:30.526,-79.94589927,40.44380956,0,3,246,0,-9.34,-0.21,-2.26,0,-0.01,-0.02,-0.96,-0.33,45.41,15.13,992.77,452.04,0,85,0,66.24,0,1.81,0.01,0,0.47,246,-0.78,-,3,0,0,0,11.66,0.09,18,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2360,1898.25,462.67,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:25 EDT 2013,28-Oct-2013 11:03:31.868,-79.9458939,40.44380686,0,4,248,0,-9.4,-0.25,-2.29,0.01,-0.01,-0.02,-0.96,-0.33,45.39,15.11,992.74,452.04,0,85,0,66.24,0,1.81,0.01,0,0.47,248,-0.78,-,4,0,0,0,11.62,0.09,18,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2362,1898.25,464.01,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:26 EDT 2013,28-Oct-2013 11:03:33.183,-79.94589289,40.44380686,0,4,248,0,-9.38,-0.21,-2.27,0,-0.02,-0.02,-0.96,-0.33,45.36,15.1,992.71,452.03,0,76,0,66.24,0,1.81,0.01,0,0.47,248,-0.78,-,4,0,0,0,11.6,0.09,18,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2363,1898.25,465.35,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:27 EDT 2013,28-Oct-2013 11:03:34.571,-79.94589222,40.44380703,0,4,249,0,-9.39,-0.24,-2.31,0.01,-0.01,-0.02,-0.96,-0.34,45.34,15.09,992.74,452.03,0,74,0,66.24,0,1.81,0.01,0,0.47,249,-0.78,-,4,0,0,0,11.6,0.09,18,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2364,1898.25,466.72,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:29 EDT 2013,28-Oct-2013 11:03:35.970,-79.94589048,40.44380708,0,4,250,0,-9.39,-0.24,-2.28,0,-0.01,-0.02,-0.96,-0.33,45.31,15.08,992.77,452.03,0,73,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,4,0,0,0,11.6,0.07,18,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2366,1898.25,468.1,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:30 EDT 2013,28-Oct-2013 11:03:37.421,-79.9458901,40.44380671,0,4,250,0,-9.4,-0.26,-2.26,0,-0.02,-0.02,-0.96,-0.33,45.29,15.07,992.74,452.02,0,72,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,4,0,0,0,11.58,0.07,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2367,1898.25,469.54,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:32 EDT 2013,28-Oct-2013 11:03:38.741,-79.94588968,40.44380616,0,5,250,0,-9.39,-0.2,-2.26,0,-0.01,-0.03,-0.96,-0.33,45.26,15.06,992.78,452.02,0,71,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,5,0,0,0,11.58,0.09,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2369,1898.25,470.92,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:33 EDT 2013,28-Oct-2013 11:03:40.079,-79.94588957,40.44380598,0,5,250,0,-9.39,-0.23,-2.27,0,-0.02,-0.02,-0.96,-0.33,45.24,15.05,992.78,452.02,0,71,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,5,0,0,0,11.58,0.09,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2370,1898.25,472.21,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:34 EDT 2013,28-Oct-2013 11:03:41.372,-79.94588952,40.44380587,0,5,250,0,-9.38,-0.21,-2.29,0,-0.01,-0.02,-0.96,-0.33,45.21,15.04,992.72,452.02,0,72,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,5,0,0,0,11.56,0.09,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2371,1898.25,473.53,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:35 EDT 2013,28-Oct-2013 11:03:42.464,-79.94588949,40.4438058,0,4,250,0,-9.4,-0.22,-2.31,0.01,-0.01,-0.02,-0.96,-0.33,45.19,15.02,992.72,452.01,0,72,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,4,0,0,0,11.56,0.09,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2372,1898.25,474.64,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:37 EDT 2013,28-Oct-2013 11:03:43.814,-79.9458895,40.44380577,0,4,250,0,-9.4,-0.23,-2.3,0.01,-0.01,-0.02,-0.96,-0.33,45.17,15.02,992.74,452.01,0,74,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,4,0,0,0,11.58,0.09,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2374,1898.25,475.99,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:38 EDT 2013,28-Oct-2013 11:03:45.136,-79.94588951,40.44380577,0,4,250,0,-9.38,-0.22,-2.28,0,-0.02,-0.02,-0.96,-0.33,45.14,15.01,992.67,452.01,0,74,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,4,0,0,0,11.66,0.07,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2375,1898.25,477.29,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:39 EDT 2013,28-Oct-2013 11:03:46.529,-79.94588952,40.44380577,0,4,250,0,-9.39,-0.23,-2.31,0,-0.01,-0.02,-0.96,-0.33,45.12,15,992.71,452,0,75,0,66.24,0,1.81,0.01,0,0.47,250,-0.78,-,4,0,0,0,11.68,0.09,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2376,1898.25,478.67,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:42 EDT 2013,28-Oct-2013 11:03:48.924,-79.94588949,40.44380577,0,3,251,0,-9.39,-0.25,-2.26,0,-0.02,-0.02,-0.96,-0.33,45.09,14.99,992.75,452,0,75,0,66.24,0,1.81,0.01,0,0.47,251,-0.78,-,3,0,0,0,11.68,0.07,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2379,1898.25,480.85,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:45 EDT 2013,28-Oct-2013 11:03:52.414,-79.94588937,40.44380565,0,4,251,0,-9.4,-0.22,-2.27,0,-0.01,-0.02,-0.96,-0.34,45.09,14.99,992.75,452,0,75,0,66.24,0,1.81,0.01,0,0.47,251,-0.78,-,4,0,0,0,11.68,0.07,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2382,1898.25,483.78,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 11:03:50 EDT 2013,28-Oct-2013 11:03:56.705,-79.94588918,40.44380543,0,4,251,0,-9.41,-0.21,-2.28,0.01,-0.01,-0.03,-0.96,-0.33,45.09,14.99,992.77,452,0,75,0,66.24,0,1.81,0.01,0,0.47,251,-0.78,-,4,0,0,0,11.68,0.07,19,-,-,34.44,202,-,-,10.66,9.38,30.12,-,2387,1898.25,488.84,0,-,-,-,-,-,-,-,-,-
Mon Dec 23 11:10:23 EST 2013,23-Dec-2013 11:10:23.898,-79.94643161,40.44383105,0,4,297,0,-9.54,-0.23,-0.65,-0.01,-0.02,-0.02,-0.97,-0.17,0,14.62,990.28,-116.51,0,83,19.61,-14.51,723,0,-,-,0,297,-2.34,0,4,0,0,0,14.18,2.87,21,4.79,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:24 EST 2013,23-Dec-2013 11:10:25.510,-79.94643128,40.44383066,0,4,297,0,-9.52,-0.24,-0.89,-0.01,-0.02,-0.02,-0.97,-0.19,0,14.67,990.28,-116.52,0,83,19.61,-14.52,701,0,0.26,0,0,297,-2.34,0,4,0,0,0,14.1,3.25,21,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:26 EST 2013,23-Dec-2013 11:10:26.834,-79.94643088,40.44383004,0,4,297,0,-9.61,-0.33,-0.51,0,-0.02,-0.03,-0.98,-0.15,0,14.68,990.31,-116.53,0,83,18.82,-14.52,705.75,0,0.24,0,0,297,-2.34,0,4,0,0,0,14.08,3.03,21,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:27 EST 2013,23-Dec-2013 11:10:28.093,-79.94643056,40.44382972,0,4,297,0,-9.53,-0.14,-0.78,-0.01,-0.02,-0.01,-0.97,-0.18,0,14.7,990.29,-116.53,0,83,18.43,-14.52,726,0,0.24,0,0,297,-2.34,0,4,0,0,0,14.04,3.03,21,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:28 EST 2013,23-Dec-2013 11:10:29.432,-79.94643031,40.44382953,0,4,297,0,-9.65,-0.32,-0.8,0.01,-0.03,-0.03,-0.97,-0.16,0,14.64,990.27,-116.54,0,83,17.65,-14.52,719.5,0,0.28,0,0,297,-2.34,0,4,0,0,0,14.18,3.47,21,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:30 EST 2013,23-Dec-2013 11:10:30.707,-79.94642988,40.44382921,0,4,297,0,-9.67,-0.22,-0.91,0.01,0.01,-0.05,-1,-0.15,0,14.7,990.27,-116.54,0,83,21.57,-14.52,706.25,0,0.28,0,0,297,-2.34,0,4,0,0,0,14.06,3.52,21,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:31 EST 2013,23-Dec-2013 11:10:31.976,-79.9464297,40.44382918,0,4,297,0,-9.56,-0.32,-0.59,0,-0.02,-0.05,-0.98,-0.16,0,14.68,990.26,-116.55,0,83,20,-14.52,708.75,0,0.26,0,0,297,-2.34,0,4,0,0,0,14.12,3.25,21,4.79,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:32 EST 2013,23-Dec-2013 11:10:33.183,-79.94642951,40.44382902,0,4,297,0,-9.64,-0.3,-0.77,0.01,-0.02,-0.04,-0.97,-0.16,0,14.71,990.29,-116.55,0,83,18.82,-14.52,711.25,0,0.27,0,0,297,-2.34,0,4,0,0,0,14.06,3.34,21,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:33 EST 2013,23-Dec-2013 11:10:34.483,-79.9464294,40.44382892,0,4,297,0,-9.53,-0.2,-0.62,-0.01,-0.01,-0.04,-0.98,-0.17,0,14.68,990.34,-116.56,0,83,20.39,-14.52,718.75,0,0.22,0,0,297,-2.34,0,4,0,0,0,14.04,2.79,21,4.79,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:35 EST 2013,23-Dec-2013 11:10:35.878,-79.94642913,40.44382862,0,4,297,0,-9.5,-0.31,-0.67,-0.01,-0.02,-0.01,-0.97,-0.18,0,14.64,990.37,-116.56,0,83,18.82,-14.52,728,0,0.28,0,0,297,-2.34,0,4,0,0,0,14.18,3.47,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
