GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(°),GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(°C),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Dec 23 11:10:36 EST 2013,23-Dec-2013 11:10:37.347,-79.94642904,40.44382851,0,4,297,0,-9.61,-0.23,-0.74,0,-0.01,-0.04,-0.98,-0.17,0,14.67,990.24,-116.57,0,83,20.78,-14.52,724.5,0,0.23,0,0,297,-2.34,0,4,0,0,0,14.18,2.83,22,4.79,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:38 EST 2013,23-Dec-2013 11:10:38.673,-79.94642857,40.44382753,0,4,297,0,-9.61,-0.26,-0.74,0,-0.02,-0.02,-0.98,-0.18,0,14.68,990.3,-116.57,0,83,20.78,-14.52,721.25,0,0.24,0,0,297,-2.34,0,4,0,0,0,13.94,3.03,22,4.79,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:39 EST 2013,23-Dec-2013 11:10:40.156,-79.9464284,40.44382718,0,4,297,0,-9.54,-0.35,-0.6,-0.01,-0.02,-0.04,-0.97,-0.16,0,14.67,990.31,-116.58,0,83,20.39,-14.52,714.75,0,0.27,0,0,297,-2.34,0,4,0,0,0,14.18,3.34,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:41 EST 2013,23-Dec-2013 11:10:41.553,-79.94642804,40.44382617,0,4,297,0,-9.55,-0.22,-0.82,0,-0.01,-0.04,-0.98,-0.17,0,14.64,990.28,-116.58,0,84,17.25,-14.52,720.5,0.01,0.25,0,0,297,-2.34,0,4,0,0,0,14.2,3.07,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:42 EST 2013,23-Dec-2013 11:10:42.979,-79.94642778,40.4438256,0,4,297,0,-9.61,-0.27,-0.75,0,-0.01,-0.03,-0.99,-0.17,0,14.68,990.26,-116.59,0,84,19.61,-14.52,717,0.01,0.25,0,0,297,-2.34,0,4,0,0,0,14.14,3.12,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:43 EST 2013,23-Dec-2013 11:10:44.472,-79.94642766,40.44382524,0,4,297,0,-9.69,-0.34,-0.61,0.01,-0.02,-0.04,-0.98,-0.17,0,14.67,990.26,-116.6,0,84,21.96,-14.52,700.5,0.01,0.23,0,0,297,-2.34,0,4,0,0,0,13.94,2.83,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:45 EST 2013,23-Dec-2013 11:10:45.840,-79.94642725,40.44382458,0,4,297,0,-9.61,-0.38,-0.59,0,-0.01,-0.04,-0.99,-0.16,0,14.66,990.28,-116.6,0,84,21.57,-14.53,691.75,0.01,0.23,0,0,297,-2.34,0,4,0,0,0,14.08,2.87,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:46 EST 2013,23-Dec-2013 11:10:47.255,-79.94642718,40.44382448,0,4,297,0,-9.66,-0.23,-0.71,0.01,-0.02,-0.06,-0.98,-0.16,0,14.71,990.28,-116.6,0,84,20.78,-14.53,703,0.01,0.23,0,0,297,-2.34,0,4,0,0,0,14.16,2.83,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:48 EST 2013,23-Dec-2013 11:10:48.800,-79.94642688,40.44382409,0,4,297,0,-9.64,-0.24,-0.67,0,-0.03,-0.01,-0.97,-0.19,0,14.73,990.37,-116.61,0,84,18.82,-14.53,709.75,0.01,0.27,0,0,297,-2.34,0,4,0,0,0,14.04,3.38,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:49 EST 2013,23-Dec-2013 11:10:50.090,-79.94642666,40.44382372,0,3,297,0,-9.62,-0.45,-0.72,0,-0.01,-0.04,-0.98,-0.17,0,14.65,990.32,-116.62,0,84,21.18,-14.53,714.5,0.01,0.27,0,0,297,-2.34,0,3,0,0,0,14.18,3.34,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:50 EST 2013,23-Dec-2013 11:10:51.427,-79.94642638,40.44382323,0,3,297,0,-9.54,-0.25,-0.62,-0.01,-0.01,-0.03,-0.98,-0.16,0,14.64,990.31,-116.62,0,84,20.78,-14.53,714.5,0.01,0.24,0,0,297,-2.34,0,3,0,0,0,13.94,3.03,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:52 EST 2013,23-Dec-2013 11:10:52.820,-79.94642593,40.44382239,0,4,297,0,-9.6,-0.22,-0.7,0,-0.02,-0.06,-0.98,-0.16,0,14.6,990.33,-116.63,0,84,17.25,-14.53,697,0.01,0.22,0,0,297,-2.34,0,4,0,0,0,13.97,2.75,22,4.64,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.94
Mon Dec 23 11:10:53 EST 2013,23-Dec-2013 11:10:54.237,-79.94642583,40.44382215,0,3,297,0,-9.57,-0.29,-0.69,0,-0.03,-0.01,-0.97,-0.16,0,14.67,990.37,-116.63,0,84,17.25,-14.53,702.5,0.01,0.28,0,0,297,-2.34,0,3,0,0,0,14.2,3.43,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.94
Mon Dec 23 11:10:55 EST 2013,23-Dec-2013 11:10:55.637,-79.9464256,40.44382161,0,4,297,0,-9.53,-0.25,-0.73,-0.01,-0.01,-0.03,-0.99,-0.18,0,14.67,990.36,-116.64,0,84,19.61,-14.53,706.75,0.01,0.24,0,0,297,-2.34,0,4,0,0,0,13.98,2.95,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.55
Mon Dec 23 11:10:56 EST 2013,23-Dec-2013 11:10:57.070,-79.94642538,40.44382147,0,3,297,0,-9.57,-0.28,-0.82,0,-0.01,-0.05,-0.99,-0.16,0,14.62,990.37,-116.64,0,84,20,-14.53,701.5,0.01,0.26,0,0,297,-2.34,0,3,0,0,0,14.16,3.2,22,4.64,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:57 EST 2013,23-Dec-2013 11:10:58.530,-79.94642523,40.4438214,0,3,297,0,-9.54,-0.19,-1,0,-0.02,-0.03,-0.98,-0.17,0,14.63,990.36,-116.65,0,84,21.18,-14.53,723.75,0.01,0.22,0,0,297,-2.34,0,3,0,0,0,14.18,2.68,22,4.79,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:10:59 EST 2013,23-Dec-2013 11:10:59.931,-79.94642505,40.44382134,0,3,297,0,-9.56,-0.22,-0.87,0,-0.02,-0.02,-0.97,-0.19,0,14.67,990.4,-116.65,0,84,17.25,-14.53,702.5,0.01,0.27,0,0,297,-2.34,0,3,0,0,0,14.14,3.38,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:00 EST 2013,23-Dec-2013 11:11:01.418,-79.94642499,40.44382129,0,3,297,0,-9.54,-0.42,-0.66,-0.01,-0.02,-0.01,-0.97,-0.19,0,14.68,990.36,-116.66,0,84,16.86,-14.53,718,0.01,0.25,0,0,297,-2.34,0,3,0,0,0,14.12,3.07,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:02 EST 2013,23-Dec-2013 11:11:02.807,-79.94642488,40.44382122,0,3,297,0,-9.58,-0.28,-0.73,0,-0.02,-0.05,-0.98,-0.17,0,14.68,990.35,-116.67,0,84,20.78,-14.53,703,0.01,0.27,0,0,297,-2.34,0,3,0,0,0,14.1,3.38,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:03 EST 2013,23-Dec-2013 11:11:04.170,-79.94642491,40.44382126,0,3,297,0,-9.47,-0.18,-0.86,-0.01,-0.02,-0.03,-0.98,-0.18,0,14.67,990.4,-116.67,0,84,21.57,-14.53,693.25,0.01,0.22,0,0,297,-2.34,0,3,0,0,0,14.04,2.75,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:05 EST 2013,23-Dec-2013 11:11:05.559,-79.94642498,40.44382136,0,3,297,0,-9.6,-0.34,-0.71,0,-0.02,-0.03,-0.98,-0.17,0,14.68,990.3,-116.68,0,84,20.39,-14.53,704.75,0.01,0.24,0,0,297,-2.34,0,3,0,0,0,14.1,2.95,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.94
Mon Dec 23 11:11:06 EST 2013,23-Dec-2013 11:11:07.081,-79.94642506,40.44382146,0,3,297,0,-9.63,-0.35,-0.59,0,-0.02,-0.04,-0.98,-0.17,0,14.68,990.31,-116.68,0,84,16.86,-14.54,707.25,0.01,0.28,0,0,297,-2.34,0,3,0,0,0,14.04,3.43,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:07 EST 2013,23-Dec-2013 11:11:08.389,-79.94642514,40.44382162,0,3,297,0,-9.51,-0.2,-0.76,-0.01,-0.01,-0.04,-0.99,-0.18,0,14.63,990.37,-116.69,0,84,17.65,-14.54,702.75,0.01,0.28,0,0,297,-2.34,0,3,0.78,0,0,14.04,3.52,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:09 EST 2013,23-Dec-2013 11:11:09.804,-79.94642524,40.44382189,0,3,297,0,-9.73,-0.24,-0.74,0.01,-0.01,-0.06,-0.99,-0.16,0,14.62,990.34,-116.69,0,84,17.65,-14.54,702.75,0.01,0.23,0,0,297,-2.34,0,3,0,0,0,14.1,2.87,22,4.64,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:10 EST 2013,23-Dec-2013 11:11:11.276,-79.94642522,40.44382201,0,3,296,0,-9.65,-0.29,-0.7,0.01,-0.02,-0.05,-0.98,-0.17,0,14.63,990.38,-116.7,0,85,18.43,-14.54,704,0.01,0.24,0,0,296,-2.34,0,3,0,0,0,14.04,2.95,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:12 EST 2013,23-Dec-2013 11:11:12.738,-79.94642517,40.44382211,0,3,296,0,-9.53,-0.21,-0.98,0,-0.02,-0.04,-0.98,-0.15,0,14.6,990.37,-116.7,0,85,21.18,-14.54,715.25,0.01,0.22,0,0,296,-2.34,0,3,0,0,0,13.94,2.75,22,4.79,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:13 EST 2013,23-Dec-2013 11:11:14.093,-79.9464251,40.44382216,0,3,296,0,-9.61,-0.52,-0.48,0,-0.02,-0.02,-0.98,-0.17,0,14.63,990.37,-116.71,0,85,19.22,-14.54,708,0.01,0.26,0,0,296,-2.34,0,3,0,0,0,14.18,3.25,22,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:14 EST 2013,23-Dec-2013 11:11:15.527,-79.94642486,40.44382212,0,3,296,0,-9.6,-0.26,-0.81,0,-0.02,-0.04,-0.97,-0.17,0,14.63,990.34,-116.71,0,85,18.43,-14.54,702,0.01,0.25,0,0,296,-2.34,0,3,0,0,0,14.06,3.12,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:16 EST 2013,23-Dec-2013 11:11:16.853,-79.94642432,40.44382174,0,4,296,0,-9.54,-0.23,-0.84,0,-0.02,-0.02,-0.97,-0.19,0,14.67,990.28,-116.72,0,85,19.22,-14.54,702.5,0.01,0.23,0,0,296,-2.34,0,4,0,0,0,14.04,2.87,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:17 EST 2013,23-Dec-2013 11:11:18.279,-79.94642408,40.44382144,0,5,296,0,-9.62,-0.24,-0.73,0,-0.02,-0.02,-0.98,-0.17,0,14.66,990.38,-116.72,0,85,19.22,-14.54,699.5,0.01,0.25,0,0,296,-2.34,0,5,0,0,0,14.14,3.12,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:19 EST 2013,23-Dec-2013 11:11:19.766,-79.94642327,40.44382055,0,5,296,0,-9.56,-0.32,-0.62,0,-0.02,-0.02,-0.98,-0.19,0,14.66,990.34,-116.73,0,85,20.78,-14.54,718.75,0.02,0.23,0,0,296,-2.34,0,5,0,0,0,14.2,2.91,22,4.79,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:20 EST 2013,23-Dec-2013 11:11:21.277,-79.94642289,40.44382009,0,6,296,0,-9.69,-0.39,-0.64,0.01,-0.02,-0.03,-0.98,-0.18,0,14.62,990.37,-116.74,0,85,20.39,-14.54,705.25,0.02,0.24,0,0,296,-2.34,0,6,0,0,0,13.93,2.95,22,4.64,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.55
Mon Dec 23 11:11:22 EST 2013,23-Dec-2013 11:11:22.728,-79.94642205,40.44381913,0,6,296,0,-9.59,-0.24,-0.87,0,-0.02,-0.04,-0.98,-0.15,0,14.66,990.34,-116.74,0,85,18.43,-14.54,701.25,0.02,0.27,0,0,296,-2.34,0,6,0,0,0,14.08,3.29,22,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:23 EST 2013,23-Dec-2013 11:11:24.062,-79.94642163,40.44381875,0,6,296,0,-9.64,-0.23,-0.84,0.01,-0.02,-0.03,-0.97,-0.19,0,14.68,990.32,-116.75,0,85,20,-14.54,697.5,0.02,0.26,0,0,296,-2.34,0,6,0,0,0,14.14,3.2,23,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:24 EST 2013,23-Dec-2013 11:11:25.481,-79.94642118,40.44381839,0,6,296,0,-9.59,-0.24,-0.85,0,-0.01,-0.03,-0.98,-0.18,0,14.66,990.36,-116.75,0,85,16.86,-14.54,710,0.02,0.22,0,0,296,-2.34,0,6,0.78,0,0,14.06,2.71,23,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:26 EST 2013,23-Dec-2013 11:11:26.884,-79.94642034,40.44381763,0,6,296,0,-9.73,-0.35,-0.64,0.01,0,-0.04,-0.99,-0.17,0,14.64,990.31,-116.76,0,85,19.61,-14.55,702.25,0.02,0.24,0,0,296,-2.34,0,6,0.78,0,0,14.06,3.03,23,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:27 EST 2013,23-Dec-2013 11:11:28.326,-79.94641995,40.44381712,0,5,296,0,-9.54,-0.37,-0.74,0,-0.02,-0.04,-0.97,-0.18,0,14.64,990.35,-116.76,0,85,18.82,-14.55,708.5,0.02,0.27,0,0,296,-2.34,0,5,0.78,0,0,14.06,3.34,23,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.55
Mon Dec 23 11:11:29 EST 2013,23-Dec-2013 11:11:29.854,-79.94641924,40.44381651,0,5,296,0,-9.58,-0.18,-0.79,0,-0.01,-0.04,-0.99,-0.16,0,14.6,990.35,-116.77,0,85,16.86,-14.55,685.5,0.02,0.22,0,0,296,-2.34,0,5,0,0,0,14.16,2.75,23,4.5,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:30 EST 2013,23-Dec-2013 11:11:31.362,-79.94641887,40.44381614,0,4,296,0,-9.58,-0.21,-0.65,0,-0.02,-0.01,-0.98,-0.18,0,14.62,990.29,-116.77,0,85,16.47,-14.55,704.5,0.02,0.27,0,0,296,-2.34,0,4,0.78,0,0,14.06,3.38,23,4.5,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.94
Mon Dec 23 11:11:32 EST 2013,23-Dec-2013 11:11:32.739,-79.94641852,40.4438158,0,4,296,0,-9.59,-0.45,-0.52,0,-0.02,-0.03,-0.98,-0.17,0,14.67,990.37,-116.78,0,85,21.96,-14.55,708.25,0.02,0.28,0,0,296,-2.34,0,4,0.78,0,0,13.94,3.43,23,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:33 EST 2013,23-Dec-2013 11:11:34.099,-79.94641798,40.4438151,0,3,296,0,-9.66,-0.3,-0.79,0.01,-0.01,-0.03,-0.98,-0.18,0,14.67,990.31,-116.79,0,85,17.65,-14.55,717,0.02,0.23,0,0.01,296,-2.34,0,3,0.78,0,0,14.14,2.83,23,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.94
Mon Dec 23 11:11:34 EST 2013,23-Dec-2013 11:11:35.501,-79.94641764,40.44381474,0,3,296,0,-9.44,-0.09,-0.85,-0.02,-0.01,-0.04,-0.98,-0.19,0,14.63,990.31,-116.79,0,85,20.78,-14.55,716.75,0.02,0.27,0,0.01,296,-2.34,0,3,0.78,0,0,14.06,3.29,23,4.79,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:36 EST 2013,23-Dec-2013 11:11:36.997,-79.94641696,40.44381351,0,3,296,0,-9.64,-0.4,-0.57,0,-0.01,-0.03,-0.98,-0.17,0,14.66,990.32,-116.8,0,85,17.25,-14.55,716,0.02,0.26,0,0.01,296,-2.34,0,3,0.78,0,0,14.1,3.25,23,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:37 EST 2013,23-Dec-2013 11:11:38.370,-79.94641658,40.44381282,0,3,296,0,-9.64,-0.3,-0.79,0.01,-0.02,-0.03,-0.98,-0.19,0,14.63,990.3,-116.8,0,85,20.39,-14.55,704.75,0.02,0.23,0,0.01,296,-2.34,0,3,0.78,0,0,14.18,2.87,23,4.79,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.55
Mon Dec 23 11:11:39 EST 2013,23-Dec-2013 11:11:39.814,-79.94641579,40.44381175,0,3,296,0,-9.6,-0.29,-0.76,0.01,-0.02,-0.03,-0.98,-0.18,0,14.62,990.31,-116.81,0,85,19.22,-14.55,702,0.02,0.25,0,0.01,296,-2.34,0,3,0.78,0,0,14,3.12,23,4.64,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.94
Mon Dec 23 11:11:40 EST 2013,23-Dec-2013 11:11:41.368,-79.94641534,40.44381117,0,3,296,0,-9.6,-0.51,-0.51,0,-0.02,-0.05,-0.98,-0.15,0,14.58,990.29,-116.81,0,85,19.22,-14.55,700.25,0.02,0.26,0,0.01,296,-2.34,0,3,0.78,0,0,14.08,3.16,23,4.5,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.55
Mon Dec 23 11:11:42 EST 2013,23-Dec-2013 11:11:42.749,-79.9464145,40.44381008,0,3,296,0,-9.48,-0.08,-0.88,-0.01,-0.01,-0.03,-0.99,-0.17,0,14.68,990.35,-116.82,0,85,20.78,-14.55,700.75,0.02,0.27,0,0.01,296,-2.34,0,3,0.78,0,0,14.14,3.29,23,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.55
Mon Dec 23 11:11:43 EST 2013,23-Dec-2013 11:11:44.158,-79.94641399,40.44380945,0,3,296,0,-9.62,-0.29,-0.62,0,-0.02,-0.03,-0.98,-0.16,0,14.66,990.28,-116.83,0,85,17.65,-14.55,701.5,0.02,0.27,0,0.01,296,-2.34,0,3,0.78,0,0,14.18,3.34,23,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.94
Mon Dec 23 11:11:45 EST 2013,23-Dec-2013 11:11:45.708,-79.94641303,40.44380823,0,3,296,0,-9.5,-0.22,-0.78,-0.01,-0.02,-0.05,-0.98,-0.15,0,14.66,990.29,-116.83,0,85,17.25,-14.55,691,0.02,0.27,0,0.01,296,-2.34,0,3,0.78,0,0,14.18,3.29,23,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.55
Mon Dec 23 11:11:46 EST 2013,23-Dec-2013 11:11:47.163,-79.94641256,40.44380776,0,3,296,0,-9.61,-0.28,-0.88,0,-0.02,-0.04,-0.97,-0.16,0,14.67,990.32,-116.84,0,86,18.04,-14.56,712.75,0.02,0.25,0,0.01,296,-2.34,0,3,0.78,0,0,14.14,3.12,23,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.55
Mon Dec 23 11:11:48 EST 2013,23-Dec-2013 11:11:48.600,-79.94641165,40.44380674,0,3,296,0,-9.61,-0.23,-0.83,0,-0.02,-0.05,-0.98,-0.18,0,14.57,990.32,-116.84,0,86,16.86,-14.56,708,0.02,0.28,0,0.01,296,-2.34,0,3,0.78,0,0,14.16,3.43,23,4.5,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.55
Mon Dec 23 11:11:49 EST 2013,23-Dec-2013 11:11:50.049,-79.94641124,40.44380629,0,3,296,0,-9.6,-0.24,-0.78,0,-0.02,-0.04,-0.97,-0.18,0,14.64,990.37,-116.85,0,86,21.57,-14.56,699,0.02,0.22,0,0.01,296,-2.34,0,3,0.78,0,0,13.93,2.75,23,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.55
Mon Dec 23 11:11:50 EST 2013,23-Dec-2013 11:11:51.563,-79.94641079,40.44380566,0,3,296,0,-9.54,-0.32,-0.69,-0.01,-0.02,-0.04,-0.98,-0.17,0,14.64,990.33,-116.85,0,86,18.04,-14.56,705.75,0.02,0.25,0,0.01,296,-2.34,0,3,0.78,0,0,14.06,3.12,23,4.64,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.57,0,12.94
Mon Dec 23 11:11:52 EST 2013,23-Dec-2013 11:11:52.988,-79.94641009,40.4438047,0,4,296,0,-9.67,-0.39,-0.48,0.01,-0.01,-0.04,-0.99,-0.16,0,14.63,990.35,-116.86,0,86,18.43,-14.56,716.5,0.02,0.26,0,0.01,296,-2.34,0,4,0.78,0,0,14.12,3.25,23,4.5,1,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
Mon Dec 23 11:11:53 EST 2013,23-Dec-2013 11:11:54.478,-79.94640982,40.44380431,0,4,296,0,-9.6,-0.51,-0.53,0,-0.02,-0.02,-0.98,-0.18,0,14.62,990.37,-116.87,0,86,16.08,-14.56,717.25,0.02,0.27,0,0.01,296,-2.34,0,4,0.78,0,0,14.1,3.29,23,4.5,0.99,-,926.31,-,-,12.54,7.97,35.43,-,0,0,0,0,30.2,13.73,12.94,-,-,98.43,1.96,0,12.94
