Timestamp,BR,RtoR
01/11/2013 11:26:13.988,0,0.576
01/11/2013 11:26:14.044,0,-0.204
01/11/2013 11:26:14.100,0,-0.204
01/11/2013 11:26:14.156,0,-0.204
01/11/2013 11:26:14.212,0,-0.204
01/11/2013 11:26:14.268,0,-0.204
01/11/2013 11:26:14.324,0,-0.204
01/11/2013 11:26:14.380,0,-0.204
01/11/2013 11:26:14.436,0,-0.204
01/11/2013 11:26:14.492,0,-0.204
01/11/2013 11:26:14.548,0,0.628
01/11/2013 11:26:14.604,0,0.628
01/11/2013 11:26:14.660,0,0.628
01/11/2013 11:26:14.716,0,0.628
01/11/2013 11:26:14.772,0,0.628
01/11/2013 11:26:14.828,0,-0.132
01/11/2013 11:26:14.884,0,-0.132
01/11/2013 11:26:14.940,0,-0.132
01/11/2013 11:26:14.996,0,-0.132
01/11/2013 11:26:15.052,0,-0.132
01/11/2013 11:26:15.108,0,-0.132
01/11/2013 11:26:15.164,0,-0.132
01/11/2013 11:26:15.220,0,-0.132
01/11/2013 11:26:15.276,0,0.572
01/11/2013 11:26:15.332,0,0.572
01/11/2013 11:26:15.388,0,0.572
01/11/2013 11:26:15.444,0,0.572
01/11/2013 11:26:15.500,0,0.572
01/11/2013 11:26:15.556,0,-0.208
01/11/2013 11:26:15.612,0,-0.208
01/11/2013 11:26:15.668,0,-0.208
01/11/2013 11:26:15.724,0,-0.208
01/11/2013 11:26:15.780,0,0.128
01/11/2013 11:26:15.836,0,0.128
01/11/2013 11:26:15.892,0,0.128
01/11/2013 11:26:15.948,0,0.128
01/11/2013 11:26:16.004,0,0.128
01/11/2013 11:26:16.060,0,0.128
01/11/2013 11:26:16.116,0,0.128
01/11/2013 11:26:16.172,0,0.128
01/11/2013 11:26:16.228,0,0.128
01/11/2013 11:26:16.284,0,-0.516
01/11/2013 11:26:16.340,0,-0.516
01/11/2013 11:26:16.396,0,-0.516
01/11/2013 11:26:16.452,0,-0.516
01/11/2013 11:26:16.508,0,-0.516
01/11/2013 11:26:16.564,0,0.264
01/11/2013 11:26:16.620,0,0.264
01/11/2013 11:26:16.676,0,0.264
01/11/2013 11:26:16.732,0,0.264
01/11/2013 11:26:16.788,0,-0.188
01/11/2013 11:26:16.844,0,-0.188
01/11/2013 11:26:16.900,0,-0.188
01/11/2013 11:26:16.956,0,-0.188
01/11/2013 11:26:17.012,0,-0.188
01/11/2013 11:26:17.068,0,-0.188
01/11/2013 11:26:17.124,0,-0.188
01/11/2013 11:26:17.180,0,-0.188
01/11/2013 11:26:17.236,0,-0.188
01/11/2013 11:26:17.292,0,0.704
01/11/2013 11:26:17.348,0,0.704
01/11/2013 11:26:17.404,0,0.704
01/11/2013 11:26:17.460,0,0.704
01/11/2013 11:26:17.516,0,-0.028
01/11/2013 11:26:17.572,0,-0.028
01/11/2013 11:26:17.628,0,-0.028
01/11/2013 11:26:17.684,0,-0.028
01/11/2013 11:26:17.740,0,-0.028
01/11/2013 11:26:17.796,0,0.308
01/11/2013 11:26:17.852,0,0.308
01/11/2013 11:26:17.908,0,0.308
01/11/2013 11:26:17.964,0,0.308
01/11/2013 11:26:18.020,0,-0.364
01/11/2013 11:26:18.076,0,-0.364
01/11/2013 11:26:18.132,0,-0.364
01/11/2013 11:26:18.188,0,-0.364
01/11/2013 11:26:18.244,0,-0.364
01/11/2013 11:26:18.300,0,0.244
01/11/2013 11:26:18.356,0,0.244
01/11/2013 11:26:18.412,0,0.244
01/11/2013 11:26:18.468,0,0.244
01/11/2013 11:26:18.524,0,-0.164
01/11/2013 11:26:18.580,0,-0.164
01/11/2013 11:26:18.636,0,-0.164
01/11/2013 11:26:18.692,0,-0.164
01/11/2013 11:26:18.748,0,0.328
01/11/2013 11:26:18.804,0,0.328
01/11/2013 11:26:18.860,0,0.328
01/11/2013 11:26:18.916,0,0.328
01/11/2013 11:26:18.972,0,0.328
01/11/2013 11:26:19.028,0,-0.196
01/11/2013 11:26:19.084,0,-0.196
01/11/2013 11:26:19.140,0,-0.196
01/11/2013 11:26:19.196,0,-0.196
01/11/2013 11:26:19.252,0,0.368
01/11/2013 11:26:19.308,0,0.368
01/11/2013 11:26:19.364,0,0.368
01/11/2013 11:26:19.420,0,0.368
01/11/2013 11:26:19.476,0,0.368
01/11/2013 11:26:19.532,0,-0.012
01/11/2013 11:26:19.588,0,-0.012
01/11/2013 11:26:19.644,0,-0.012
01/11/2013 11:26:19.700,0,-0.012
01/11/2013 11:26:19.756,0,-0.012
01/11/2013 11:26:19.812,0,-0.012
01/11/2013 11:26:19.868,0,-0.012
01/11/2013 11:26:19.924,0,-0.012
01/11/2013 11:26:19.980,0,-0.012
01/11/2013 11:26:20.036,0,0.496
01/11/2013 11:26:20.092,0,0.496
01/11/2013 11:26:20.148,0,0.496
01/11/2013 11:26:20.204,0,0.496
01/11/2013 11:26:20.260,0,-0.452
01/11/2013 11:26:20.316,0,-0.452
01/11/2013 11:26:20.372,0,-0.452
01/11/2013 11:26:20.428,0,-0.452
01/11/2013 11:26:20.484,0,0.116
01/11/2013 11:26:20.540,0,0.116
01/11/2013 11:26:20.596,0,0.116
01/11/2013 11:26:20.652,0,0.116
01/11/2013 11:26:20.708,0,0.116
01/11/2013 11:26:20.764,0,-0.372
01/11/2013 11:26:20.820,0,-0.372
01/11/2013 11:26:20.876,0,-0.372
01/11/2013 11:26:20.932,0,-0.372
01/11/2013 11:26:20.988,0,0.08
01/11/2013 11:26:21.044,0,0.08
01/11/2013 11:26:21.100,0,0.08
01/11/2013 11:26:21.156,0,0.08
01/11/2013 11:26:21.212,0,0.08
01/11/2013 11:26:21.268,0,-0.452
01/11/2013 11:26:21.324,0,-0.452
01/11/2013 11:26:21.380,0,-0.452
01/11/2013 11:26:21.436,0,-0.452
01/11/2013 11:26:21.492,0,0.148
01/11/2013 11:26:21.548,0,0.148
01/11/2013 11:26:21.604,0,0.148
01/11/2013 11:26:21.660,0,0.148
01/11/2013 11:26:21.716,0,0.148
01/11/2013 11:26:21.772,0,-0.324
01/11/2013 11:26:21.828,0,-0.324
01/11/2013 11:26:21.884,0,-0.324
01/11/2013 11:26:21.940,0,-0.324
01/11/2013 11:26:21.996,0,0.264
01/11/2013 11:26:22.052,0,0.264
01/11/2013 11:26:22.108,0,0.264
01/11/2013 11:26:22.164,0,0.264
01/11/2013 11:26:22.220,0,-0.064
01/11/2013 11:26:22.276,0,-0.064
01/11/2013 11:26:22.332,0,-0.064
01/11/2013 11:26:22.388,0,-0.064
01/11/2013 11:26:22.444,0,-0.064
01/11/2013 11:26:22.500,0,-0.064
01/11/2013 11:26:22.556,0,-0.064
01/11/2013 11:26:22.612,0,-0.064
01/11/2013 11:26:22.668,0,-0.064
01/11/2013 11:26:22.724,0,0.604
01/11/2013 11:26:22.780,0,0.604
01/11/2013 11:26:22.836,0,0.604
01/11/2013 11:26:22.892,0,0.604
01/11/2013 11:26:22.948,0,0.604
01/11/2013 11:26:23.004,0,-0.208
01/11/2013 11:26:23.060,0,-0.208
01/11/2013 11:26:23.116,0,-0.208
01/11/2013 11:26:23.172,0,-0.208
01/11/2013 11:26:23.228,0,0.188
01/11/2013 11:26:23.284,0,0.188
01/11/2013 11:26:23.340,0,0.188
01/11/2013 11:26:23.396,0,0.188
01/11/2013 11:26:23.452,0,0.188
01/11/2013 11:26:23.508,0,0.188
01/11/2013 11:26:23.564,0,0.188
01/11/2013 11:26:23.620,0,0.188
01/11/2013 11:26:23.676,0,0.188
01/11/2013 11:26:23.732,0,-0.636
01/11/2013 11:26:23.788,0,-0.636
01/11/2013 11:26:23.844,0,-0.636
01/11/2013 11:26:23.900,0,-0.636
01/11/2013 11:26:23.956,0,0.084
01/11/2013 11:26:24.012,0,0.084
01/11/2013 11:26:24.068,0,0.084
01/11/2013 11:26:24.124,0,0.084
01/11/2013 11:26:24.180,0,0.084
01/11/2013 11:26:24.236,0,0.084
01/11/2013 11:26:24.292,0,0.084
01/11/2013 11:26:24.348,0,0.084
01/11/2013 11:26:24.404,0,0.084
01/11/2013 11:26:24.460,0,-0.548
01/11/2013 11:26:24.516,0,-0.548
01/11/2013 11:26:24.572,0,-0.548
01/11/2013 11:26:24.628,0,-0.548
01/11/2013 11:26:24.684,0,-0.548
01/11/2013 11:26:24.740,0,0.404
01/11/2013 11:26:24.796,0,0.404
01/11/2013 11:26:24.852,0,0.404
01/11/2013 11:26:24.908,0,0.404
01/11/2013 11:26:24.964,0,-0.06
01/11/2013 11:26:25.020,0,-0.06
01/11/2013 11:26:25.076,0,-0.06
01/11/2013 11:26:25.132,0,-0.06
01/11/2013 11:26:25.188,0,-0.06
01/11/2013 11:26:25.244,0,0.236
01/11/2013 11:26:25.300,0,0.236
01/11/2013 11:26:25.356,0,0.236
01/11/2013 11:26:25.412,0,0.236
01/11/2013 11:26:25.468,0,-0.332
01/11/2013 11:26:25.524,0,-0.332
01/11/2013 11:26:25.580,0,-0.332
01/11/2013 11:26:25.636,0,-0.332
01/11/2013 11:26:25.692,0,0.212
01/11/2013 11:26:25.748,0,0.212
01/11/2013 11:26:25.804,0,0.212
01/11/2013 11:26:25.860,0,0.212
01/11/2013 11:26:25.916,0,0.212
01/11/2013 11:26:25.972,0,-0.396
01/11/2013 11:26:26.028,0,-0.396
01/11/2013 11:26:26.084,0,-0.396
01/11/2013 11:26:26.140,0,-0.396
01/11/2013 11:26:26.196,0,-0.396
01/11/2013 11:26:26.252,0,-0.396
01/11/2013 11:26:26.308,0,-0.396
