subject,session,timestamp,gravity_x_LH,gravity_y_LH,gravity_z_LH,gravity_feature_LH,gravity_feature_level_LH,gravity_feature_LH_1std,gravity_trend_LH,gravity_trend_elapsed_time_LH,baseline_gravity_x_LH,baseline_gravity_y_LH,baseline_gravity_z_LH,gyro_x_LH,gyro_y_LH,gyro_z_LH,gyro_feature_LH,gyro_feature_level_LH,gyro_feature_LH_1std,gyro_trend_LH,gyro_trend_elapsed_time_LH,north_x_LH,north_y_LH,north_z_LH,gravity_x_head,gravity_y_head,gravity_z_head,gravity_feature_head,gravity_feature_level_head,gravity_feature_head_1std,gravity_trend_head,gravity_trend_elapsed_time_head,baseline_gravity_x_head,baseline_gravity_y_head,baseline_gravity_z_head,gyro_x_head,gyro_y_head,gyro_z_head,gyro_feature_head,gyro_feature_level_head,gyro_feature_head_1std,gyro_trend_head,gyro_trend_elapsed_time_head,north_x_head,north_y_head,north_z_head,gravity_x_foot,gravity_y_foot,gravity_z_foot,gravity_feature_foot,gravity_feature_level_foot,gravity_feature_foot_1std,gravity_trend_foot,gravity_trend_elapsed_time_foot,baseline_gravity_x_foot,baseline_gravity_y_foot,baseline_gravity_z_foot,gyro_x_foot,gyro_y_foot,gyro_z_foot,gyro_feature_foot,gyro_feature_level_foot,gyro_feature_foot_1std,gyro_trend_foot,gyro_trend_elapsed_time_foot,north_x_foot,north_y_foot,north_z_foot,gravity_x_RH,gravity_y_RH,gravity_z_RH,gravity_feature_RH,gravity_feature_level_RH,gravity_feature_RH_1std,gravity_trend_RH,gravity_trend_elapsed_time_RH,baseline_gravity_x_RH,baseline_gravity_y_RH,baseline_gravity_z_RH,gyro_x_RH,gyro_y_RH,gyro_z_RH,gyro_feature_RH,gyro_feature_level_RH,gyro_feature_RH_1std,gyro_trend_RH,gyro_trend_elapsed_time_RH,north_x_RH,north_y_RH,north_z_RH
5,DRIVING1,2013-11-01T11:42:57.000-05:00,0.722,0.516,0.458,-1.#IND,Null_Gravity_level,-1.#IND,Plain,528,-1.#IND,-1.#IND,-1.#IND,0.024,0.10725,0.097,0.0488621,Ignorable_fluctuation,-0.0564124,Decrement,1,-0.175,0.13625,0.9715,-0.59675,0.6455,-0.4755,-1.#IND,Null_Gravity_level,-1.#IND,Plain,528,-1.#IND,-1.#IND,-1.#IND,-0.1135,0.13275,-0.088,0.065191,Low_fluctuation,-0.000242962,Decrement,3,0.98075,0.16325,0.10575,-0.433,0.84325,0.31575,-1.#IND,Null_Gravity_level,-1.#IND,Plain,528,-1.#IND,-1.#IND,-1.#IND,0.0295,0.18925,0.0625,0.0671582,Low_fluctuation,0.012505,Increment,1,0.33525,0.3815,-0.8595,-0.83,0.467,0.29375,-1.#IND,Null_Gravity_level,-1.#IND,Plain,528,-1.#IND,-1.#IND,-1.#IND,-0.13375,0.02625,0.18275,0.0759939,Low_fluctuation,0.00860698,Increment,1,0.55925,-0.37775,0.73625
5,DRIVING1,2013-11-01T11:42:58.000-05:00,0.657333,0.579667,0.480667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,529,-1.#IND,-1.#IND,-1.#IND,0.137667,-0.0256667,0.241333,0.093007,Low_fluctuation,0.0441448,Increment,1,-0.0986667,-0.254667,0.957667,-0.655,0.581333,-0.479,-1.#IND,Null_Gravity_level,-1.#IND,Plain,529,-1.#IND,-1.#IND,-1.#IND,0.0703333,-0.0966667,0.00133333,0.0398511,Ignorable_fluctuation,-0.0253399,Decrement,4,0.994,0.083,0.066,-0.342,0.882,0.324,-1.#IND,Null_Gravity_level,-1.#IND,Plain,529,-1.#IND,-1.#IND,-1.#IND,-0.00566667,0.175667,-0.027,0.0592733,Low_fluctuation,-0.00788497,Decrement,1,0.303,0.252667,-0.917667,-0.818667,0.436667,0.349667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,529,-1.#IND,-1.#IND,-1.#IND,-0.153,0.00266667,0.273,0.104321,Low_fluctuation,0.0283267,Increment,2,0.675,-0.389333,0.625667
5,DRIVING1,2013-11-01T11:42:59.000-05:00,0.58875,0.58825,0.5385,-1.#IND,Null_Gravity_level,-1.#IND,Plain,530,-1.#IND,-1.#IND,-1.#IND,0.032,0.114,0.22525,0.084825,Low_fluctuation,-0.00818194,Decrement,1,-0.09075,-0.352,0.9295,-0.58725,0.651,-0.48,-1.#IND,Null_Gravity_level,-1.#IND,Plain,530,-1.#IND,-1.#IND,-1.#IND,0.2115,-0.2675,0.06975,0.116024,Medium_fluctuation,0.0761726,Increment,1,0.9875,0.0985,0.104,-0.312,0.9245,0.2155,-1.#IND,Null_Gravity_level,-1.#IND,Plain,530,-1.#IND,-1.#IND,-1.#IND,-0.007,0.11025,-0.006,0.0368783,Ignorable_fluctuation,-0.022395,Decrement,2,0.268,0.244,-0.93025,-0.73375,0.48675,0.46,-1.#IND,Null_Gravity_level,-1.#IND,Plain,530,-1.#IND,-1.#IND,-1.#IND,-0.05875,-0.02925,0.35375,0.119929,Low_fluctuation,0.0156082,Increment,3,0.65825,-0.4395,0.6075
5,DRIVING1,2013-11-01T11:43:00.000-05:00,0.594333,0.605333,0.52,-1.#IND,Null_Gravity_level,-1.#IND,Plain,531,-1.#IND,-1.#IND,-1.#IND,0.110333,-0.0376667,0.184,0.0726087,Low_fluctuation,-0.0122163,Decrement,2,-0.166,-0.223333,0.96,-0.541,0.712,-0.444,-1.#IND,Null_Gravity_level,-1.#IND,Plain,531,-1.#IND,-1.#IND,-1.#IND,0.224667,-0.380667,0.127,0.153301,Medium_fluctuation,0.0372774,Increment,2,0.995333,0.00133333,0.008,-0.208333,0.967333,0.140667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,531,-1.#IND,-1.#IND,-1.#IND,-0.016,0.0223333,-0.0103333,0.00978409,Ignorable_fluctuation,-0.0270942,Decrement,3,0.269667,0.229667,-0.934,-0.557,0.566333,0.605667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,531,-1.#IND,-1.#IND,-1.#IND,-0.011,-0.0756667,0.053,0.0310115,Ignorable_fluctuation,-0.0889172,Decrement,1,0.646667,-0.536,0.542
5,DRIVING1,2013-11-01T11:43:01.000-05:00,0.653333,0.569,0.497333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,532,-1.#IND,-1.#IND,-1.#IND,-0.0796667,0.028,0.092,0.0416264,Ignorable_fluctuation,-0.0309824,Decrement,3,-0.197333,-0.274333,0.941,-0.517667,0.587,-0.599333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,532,-1.#IND,-1.#IND,-1.#IND,-0.115667,0.142667,-0.0376667,0.0624956,Low_fluctuation,-0.0908055,Decrement,1,0.747667,-0.456667,-0.342667,-0.157667,0.980667,0.114,-1.#IND,Null_Gravity_level,-1.#IND,Plain,532,-1.#IND,-1.#IND,-1.#IND,0.0153333,0.005,-0.004,0.00553886,Ignorable_fluctuation,-0.00424523,Decrement,4,0.235667,0.210667,-0.947667,-0.497,0.596333,0.628,-1.#IND,Null_Gravity_level,-1.#IND,Plain,532,-1.#IND,-1.#IND,-1.#IND,0.0326667,-0.0576667,-0.00166667,0.0220991,Ignorable_fluctuation,-0.00891244,Decrement,2,0.654333,-0.560667,0.507333
5,DRIVING1,2013-11-01T11:43:02.000-05:00,0.635,0.51775,0.56,-1.#IND,Null_Gravity_level,-1.#IND,Plain,533,-1.#IND,-1.#IND,-1.#IND,-0.103,0.04025,-0.16475,0.0661409,Low_fluctuation,0.0245146,Increment,1,-0.25125,-0.336,0.9075,-0.52475,0.771,-0.3595,-1.#IND,Null_Gravity_level,-1.#IND,Plain,533,-1.#IND,-1.#IND,-1.#IND,-0.14125,0.0625,-0.11875,0.0649439,Low_fluctuation,0.00244826,Increment,1,0.9715,0.167,0.15575,-0.1335,0.9845,0.11175,-1.#IND,Null_Gravity_level,-1.#IND,Plain,533,-1.#IND,-1.#IND,-1.#IND,-0.00375,0.00575,-0.046,0.0155031,Ignorable_fluctuation,0.00996427,Increment,1,0.22775,0.17925,-0.9565,-0.51325,0.5965,0.61375,-1.#IND,Null_Gravity_level,-1.#IND,Plain,533,-1.#IND,-1.#IND,-1.#IND,0.01875,0.0275,0.0115,0.0117382,Ignorable_fluctuation,-0.0103609,Decrement,3,0.6365,-0.58575,0.5015
5,DRIVING1,2013-11-01T11:43:03.000-05:00,0.473333,0.516667,0.593667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,534,-1.#IND,-1.#IND,-1.#IND,0.011,0.104333,0.0296667,0.0363418,Ignorable_fluctuation,-0.0297991,Decrement,1,-0.206333,-0.337,0.917667,-0.505,0.775667,-0.376667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,534,-1.#IND,-1.#IND,-1.#IND,-0.224333,0.210333,-0.108333,0.10868,Medium_fluctuation,0.0437359,Increment,2,0.983,0.105,0.145,-0.198,0.970667,0.135,-1.#IND,Null_Gravity_level,-1.#IND,Plain,534,-1.#IND,-1.#IND,-1.#IND,0.012,0.013,-0.0406667,0.0147828,Ignorable_fluctuation,-0.000720346,Decrement,1,0.24,0.178667,-0.952667,-0.486333,0.648667,0.582333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,534,-1.#IND,-1.#IND,-1.#IND,0.052,-0.004,-0.232667,0.0794801,Low_fluctuation,0.0677419,Increment,1,0.635,-0.554,0.537
5,DRIVING1,2013-11-01T11:43:04.000-05:00,0.55525,0.6525,0.50875,-1.#IND,Null_Gravity_level,-1.#IND,Plain,535,-1.#IND,-1.#IND,-1.#IND,-0.0265,0.06875,-0.19675,0.0700312,Low_fluctuation,0.0336894,Increment,1,-0.0395,-0.20275,0.9705,-0.47775,0.80175,-0.35825,-1.#IND,Null_Gravity_level,-1.#IND,Plain,535,-1.#IND,-1.#IND,-1.#IND,-0.0695,0.02825,-0.06575,0.0332522,Ignorable_fluctuation,-0.0754276,Decrement,1,0.9875,0.06775,0.1405,-0.21425,0.9675,0.13,-1.#IND,Null_Gravity_level,-1.#IND,Plain,535,-1.#IND,-1.#IND,-1.#IND,0.01,0.0175,-0.0295,0.0119094,Ignorable_fluctuation,-0.00287341,Decrement,2,0.0275,0.284,-0.93775,-0.499,0.7385,0.3645,-1.#IND,Null_Gravity_level,-1.#IND,Plain,535,-1.#IND,-1.#IND,-1.#IND,0.24625,0.3965,0.21075,0.170707,Low_fluctuation,0.0912266,Increment,2,0.65275,-0.4165,0.60425
5,DRIVING1,2013-11-01T11:43:05.000-05:00,0.544333,0.661,0.495,-1.#IND,Null_Gravity_level,-1.#IND,Plain,536,-1.#IND,-1.#IND,-1.#IND,-0.0186667,-0.0506667,-0.066,0.0284245,Ignorable_fluctuation,-0.0416068,Decrement,1,-0.119667,-0.0293333,0.991667,-0.498,0.722667,-0.457333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,536,-1.#IND,-1.#IND,-1.#IND,0.0303333,-0.101333,-0.227333,0.083579,Low_fluctuation,0.0503268,Increment,1,0.975667,0.114667,0.181667,-0.426667,0.816667,-0.167,-1.#IND,Null_Gravity_level,-1.#IND,Plain,536,-1.#IND,-1.#IND,-1.#IND,-0.001,0.0833333,0.453667,0.153753,Medium_fluctuation,0.141843,Increment,1,0.222,0.444,-0.857667,-0.307,0.351667,-0.168333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,536,-1.#IND,-1.#IND,-1.#IND,-0.330667,-1.01867,1.65233,0.656356,High_fluctuation,0.485649,Increment,3,0.440667,-0.164,0.871
5,DRIVING1,2013-11-01T11:43:06.000-05:00,0.557,0.7325,0.378,-1.#IND,Null_Gravity_level,-1.#IND,Plain,537,-1.#IND,-1.#IND,-1.#IND,-0.05275,0.061,-0.00625,0.0269622,Ignorable_fluctuation,-0.00146231,Decrement,2,-0.17375,-0.0605,0.9815,-0.55775,0.75125,-0.3465,-1.#IND,Null_Gravity_level,-1.#IND,Plain,537,-1.#IND,-1.#IND,-1.#IND,-0.13525,0.057,-0.04775,0.0514475,Low_fluctuation,-0.0321315,Decrement,1,0.9705,0.128,0.203,-0.229,0.95225,0.19775,-1.#IND,Null_Gravity_level,-1.#IND,Plain,537,-1.#IND,-1.#IND,-1.#IND,-0.01225,-0.0175,-0.07475,0.0259141,Ignorable_fluctuation,-0.127839,Decrement,1,0.3025,0.4155,-0.85675,-0.42775,0.785,0.39425,-1.#IND,Null_Gravity_level,-1.#IND,Plain,537,-1.#IND,-1.#IND,-1.#IND,-0.115,-0.471,-0.2765,0.186046,Low_fluctuation,-0.47031,Decrement,1,0.675,-0.4535,0.573
5,DRIVING1,2013-11-01T11:43:07.000-05:00,0.588,0.673333,0.444333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,538,-1.#IND,-1.#IND,-1.#IND,0.015,0.0353333,0.0596667,0.0236492,Ignorable_fluctuation,-0.00331298,Decrement,3,-0.157,-0.105,0.981333,-0.555,0.792,-0.253667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,538,-1.#IND,-1.#IND,-1.#IND,-0.014,0.0253333,-0.0123333,0.0104875,Ignorable_fluctuation,-0.04096,Decrement,2,0.979333,0.0866667,0.180667,-0.166,0.967333,0.191,-1.#IND,Null_Gravity_level,-1.#IND,Plain,538,-1.#IND,-1.#IND,-1.#IND,0.0226667,0.000333333,0.033,0.0133454,Ignorable_fluctuation,-0.0125688,Decrement,2,0.363667,0.461,-0.805,-0.382,0.766,0.514,-1.#IND,Null_Gravity_level,-1.#IND,Plain,538,-1.#IND,-1.#IND,-1.#IND,-0.0453333,-0.000666667,0.0653333,0.0265079,Ignorable_fluctuation,-0.159538,Decrement,2,0.565333,-0.520333,0.637333
5,DRIVING1,2013-11-01T11:43:08.000-05:00,0.60475,0.64825,0.4565,-1.#IND,Null_Gravity_level,-1.#IND,Plain,539,-1.#IND,-1.#IND,-1.#IND,0.029,0.0095,-0.08075,0.0287746,Ignorable_fluctuation,0.00512544,Increment,1,-0.18,-0.1285,0.975,-0.55375,0.771,-0.314,-1.#IND,Null_Gravity_level,-1.#IND,Plain,539,-1.#IND,-1.#IND,-1.#IND,-0.06175,0.01475,-0.06775,0.0309492,Ignorable_fluctuation,0.0204617,Increment,1,0.97125,0.091,0.21925,-0.1585,0.96625,0.19775,-1.#IND,Null_Gravity_level,-1.#IND,Plain,539,-1.#IND,-1.#IND,-1.#IND,0.012,0.01925,-0.0395,0.0151834,Ignorable_fluctuation,0.001838,Increment,1,0.343,0.3615,-0.8645,-0.37275,0.759,0.53325,-1.#IND,Null_Gravity_level,-1.#IND,Plain,539,-1.#IND,-1.#IND,-1.#IND,0.03925,-0.0205,0.024,0.0167889,Ignorable_fluctuation,-0.00971893,Decrement,3,0.56625,-0.55525,0.60875
5,DRIVING1,2013-11-01T11:43:09.000-05:00,0.502,0.747,0.4295,-1.#IND,Null_Gravity_level,-1.#IND,Plain,540,-1.#IND,-1.#IND,-1.#IND,-0.0195,-0.01025,-0.0835,0.0287857,Ignorable_fluctuation,1.10995e-005,Increment,2,-0.1875,-0.131,0.973,-0.54875,0.76425,-0.33375,-1.#IND,Null_Gravity_level,-1.#IND,Plain,540,-1.#IND,-1.#IND,-1.#IND,-0.04125,0.03325,-0.00325,0.017694,Ignorable_fluctuation,-0.0132553,Decrement,1,0.962,0.08125,0.2595,-0.08075,0.98375,0.12,-1.#IND,Null_Gravity_level,-1.#IND,Plain,540,-1.#IND,-1.#IND,-1.#IND,-0.02375,0.07025,0.26825,0.0927704,Low_fluctuation,0.0775871,Increment,2,0.39925,0.42425,-0.80975,-0.405,0.87125,0.19875,-1.#IND,Null_Gravity_level,-1.#IND,Plain,540,-1.#IND,-1.#IND,-1.#IND,0.30125,0.471,0.162,0.194032,Low_fluctuation,0.177243,Increment,1,0.58975,-0.34025,0.71475
5,DRIVING1,2013-11-01T11:43:10.000-05:00,0.572333,0.692333,0.401333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,541,-1.#IND,-1.#IND,-1.#IND,0.076,-0.0326667,-0.0646667,0.0349998,Ignorable_fluctuation,0.0062141,Increment,3,-0.187333,-0.162667,0.968333,-0.598333,0.686667,-0.400667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,541,-1.#IND,-1.#IND,-1.#IND,-0.032,0.0123333,0.169333,0.0575904,Low_fluctuation,0.0398964,Increment,1,0.966667,0.054,0.245333,-0.202,0.946333,0.229333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,541,-1.#IND,-1.#IND,-1.#IND,0.0326667,-0.0133333,-0.485333,0.162205,Medium_fluctuation,0.0694343,Increment,3,0.394667,0.366667,-0.839667,-0.292,0.289,-0.479,-1.#IND,Null_Gravity_level,-1.#IND,Plain,541,-1.#IND,-1.#IND,-1.#IND,-0.370667,0.247667,-0.442,0.209257,Medium_fluctuation,0.0152248,Increment,2,0.405667,-0.325,0.851333
5,DRIVING1,2013-11-01T11:43:11.000-05:00,0.5755,0.733,0.351,-1.#IND,Null_Gravity_level,-1.#IND,Plain,542,-1.#IND,-1.#IND,-1.#IND,0.058,0.0515,0.15675,0.058297,Low_fluctuation,0.0232971,Increment,4,-0.1885,-0.07,0.9795,-0.6335,0.6915,-0.3355,-1.#IND,Null_Gravity_level,-1.#IND,Plain,542,-1.#IND,-1.#IND,-1.#IND,-0.10525,0.03125,-0.034,0.0383118,Ignorable_fluctuation,-0.0192786,Decrement,1,0.96425,0.1085,0.23125,-0.158,0.9495,0.2595,-1.#IND,Null_Gravity_level,-1.#IND,Plain,542,-1.#IND,-1.#IND,-1.#IND,-0.01625,0.086,-0.03925,0.0319733,Ignorable_fluctuation,-0.130231,Decrement,1,0.36025,0.4235,-0.8265,-0.4745,0.77075,0.4165,-1.#IND,Null_Gravity_level,-1.#IND,Plain,542,-1.#IND,-1.#IND,-1.#IND,-0.1715,-0.277,-0.08325,0.112087,Low_fluctuation,-0.0971699,Decrement,1,0.5845,-0.54325,0.5975
5,DRIVING1,2013-11-01T11:43:12.000-05:00,0.544333,0.767,0.305333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,543,-1.#IND,-1.#IND,-1.#IND,0.077,0.00666667,0.182333,0.0660125,Low_fluctuation,0.00771558,Increment,5,-0.218,-0.122667,0.967667,-0.663333,0.685333,-0.296,-1.#IND,Null_Gravity_level,-1.#IND,Plain,543,-1.#IND,-1.#IND,-1.#IND,0.0256667,0.009,0.0183333,0.0109336,Ignorable_fluctuation,-0.0273782,Decrement,2,0.963667,0.0506667,0.261333,-0.205667,0.919,0.330667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,543,-1.#IND,-1.#IND,-1.#IND,0.0363333,-0.0763333,-0.165,0.0617989,Low_fluctuation,0.0298256,Increment,1,0.435333,0.400667,-0.805,-0.532333,0.731,0.398667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,543,-1.#IND,-1.#IND,-1.#IND,0.00533333,-0.046,-0.0823333,0.0314876,Ignorable_fluctuation,-0.0805996,Decrement,2,0.554333,-0.610667,0.565
5,DRIVING1,2013-11-01T11:43:13.000-05:00,0.663333,0.672,0.314333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,544,-1.#IND,-1.#IND,-1.#IND,-0.148667,-0.173333,-0.0653333,0.0791726,Low_fluctuation,0.01316,Increment,6,-0.215667,-0.168,0.960667,-0.643,0.690667,-0.328667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,544,-1.#IND,-1.#IND,-1.#IND,-0.069,0.00433333,-0.0223333,0.0242179,Ignorable_fluctuation,0.0132843,Increment,1,0.971,0.008,0.237,-0.182667,0.921333,0.341,-1.#IND,Null_Gravity_level,-1.#IND,Plain,544,-1.#IND,-1.#IND,-1.#IND,-0.0216667,0.0763333,-0.0196667,0.0272499,Ignorable_fluctuation,-0.034549,Decrement,1,0.377,0.335,-0.86,-0.534333,0.713,0.443333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,544,-1.#IND,-1.#IND,-1.#IND,0.0246667,-0.0976667,-0.0153333,0.0339646,Ignorable_fluctuation,0.00247698,Increment,1,0.532,-0.597667,0.599
5,DRIVING1,2013-11-01T11:43:14.000-05:00,0.64075,0.669,0.3675,-1.#IND,Null_Gravity_level,-1.#IND,Plain,545,-1.#IND,-1.#IND,-1.#IND,0.0355,0.0375,0.08425,0.0329386,Ignorable_fluctuation,-0.046234,Decrement,1,-0.20175,-0.123,0.97125,-0.634,0.7055,-0.3145,-1.#IND,Null_Gravity_level,-1.#IND,Plain,545,-1.#IND,-1.#IND,-1.#IND,-0.0615,0.012,0.02225,0.0221643,Ignorable_fluctuation,-0.00205357,Decrement,1,0.9685,0.037,0.2435,-0.14575,0.9355,0.31975,-1.#IND,Null_Gravity_level,-1.#IND,Plain,545,-1.#IND,-1.#IND,-1.#IND,0.00725,0.0235,-0.02525,0.0117491,Ignorable_fluctuation,-0.0155008,Decrement,2,0.40375,0.39475,-0.82275,-0.44625,0.74675,0.48025,-1.#IND,Null_Gravity_level,-1.#IND,Plain,545,-1.#IND,-1.#IND,-1.#IND,0.00625,0.0275,0.0155,0.0107267,Ignorable_fluctuation,-0.0232379,Decrement,1,0.51625,-0.593,0.61525
5,DRIVING1,2013-11-01T11:43:15.000-05:00,0.575333,0.777,0.222,-1.#IND,Null_Gravity_level,-1.#IND,Plain,546,-1.#IND,-1.#IND,-1.#IND,0.001,0.0303333,-0.0546667,0.0208421,Ignorable_fluctuation,-0.0120965,Decrement,2,-0.208333,-0.0903333,0.973333,-0.641667,0.702,-0.308667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,546,-1.#IND,-1.#IND,-1.#IND,-0.07,-0.0183333,-0.0403333,0.0276142,Ignorable_fluctuation,0.00544987,Increment,1,0.97,0.049,0.237,-0.163,0.941667,0.293333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,546,-1.#IND,-1.#IND,-1.#IND,0.0136667,0.0133333,-0.0823333,0.0281727,Ignorable_fluctuation,0.0164236,Increment,1,0.413667,0.474333,-0.775667,-0.449333,0.756,0.473333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,546,-1.#IND,-1.#IND,-1.#IND,0.0176667,-0.0206667,-0.009,0.00954651,Ignorable_fluctuation,-0.00118021,Decrement,2,0.504333,-0.582,0.637
5,DRIVING1,2013-11-01T11:43:16.000-05:00,0.65325,0.56875,0.454,-1.#IND,Null_Gravity_level,-1.#IND,Plain,547,-1.#IND,-1.#IND,-1.#IND,-0.11625,0.11725,0.3875,0.140403,Low_fluctuation,0.119561,Increment,1,-0.25675,-0.13775,0.95575,-0.62475,0.71375,-0.315,-1.#IND,Null_Gravity_level,-1.#IND,Plain,547,-1.#IND,-1.#IND,-1.#IND,-0.0725,0.001,-0.1,0.0411734,Ignorable_fluctuation,0.0135592,Increment,2,0.971,0.0775,0.224,-0.14075,0.94075,0.30875,-1.#IND,Null_Gravity_level,-1.#IND,Plain,547,-1.#IND,-1.#IND,-1.#IND,-0.01575,0.0105,-0.02875,0.011474,Ignorable_fluctuation,-0.0166987,Decrement,1,0.3825,0.35625,-0.84925,-0.516,0.6995,0.49125,-1.#IND,Null_Gravity_level,-1.#IND,Plain,547,-1.#IND,-1.#IND,-1.#IND,-0.00775,-0.00475,0.2205,0.0735624,Low_fluctuation,0.0640159,Increment,1,0.52075,-0.58925,0.61625
5,DRIVING1,2013-11-01T11:43:17.000-05:00,0.759667,0.430667,0.473,-1.#IND,Null_Gravity_level,-1.#IND,Plain,548,-1.#IND,-1.#IND,-1.#IND,0.122,0.0566667,-0.388667,0.137096,Low_fluctuation,-0.00330771,Decrement,1,-0.341667,-0.197333,0.917,-0.630333,0.709,-0.315667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,548,-1.#IND,-1.#IND,-1.#IND,-0.0333333,-0.042,-0.0746667,0.0306417,Ignorable_fluctuation,-0.0105317,Decrement,1,0.97,0.100333,0.219667,-0.142,0.953667,0.263667,-1.#IND,Null_Gravity_level,-1.#IND,Plain,548,-1.#IND,-1.#IND,-1.#IND,-0.0106667,0.019,-0.0306667,0.0125398,Ignorable_fluctuation,0.00106581,Increment,1,0.38,0.358333,-0.848,-0.309333,0.846333,0.431333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,548,-1.#IND,-1.#IND,-1.#IND,0.0133333,0.026,-0.0606667,0.0224455,Ignorable_fluctuation,-0.0511169,Decrement,1,0.500667,-0.6,0.621
5,DRIVING1,2013-11-01T11:43:18.000-05:00,0.6995,0.5535,0.43,-1.#IND,Null_Gravity_level,-1.#IND,Plain,549,-1.#IND,-1.#IND,-1.#IND,0.215,-0.02875,-0.3065,0.125164,Low_fluctuation,-0.0119318,Decrement,2,-0.3155,-0.163,0.93275,-0.62025,0.72725,-0.29075,-1.#IND,Null_Gravity_level,-1.#IND,Plain,549,-1.#IND,-1.#IND,-1.#IND,-0.0685,0.00575,0.0045,0.0229627,Ignorable_fluctuation,-0.00767902,Decrement,2,0.97375,0.05775,0.21775,-0.116,0.959,0.25875,-1.#IND,Null_Gravity_level,-1.#IND,Plain,549,-1.#IND,-1.#IND,-1.#IND,-0.00125,0.02175,-0.022,0.0103206,Ignorable_fluctuation,-0.00221926,Decrement,1,0.43925,0.3445,-0.826,-0.49425,0.7115,0.4955,-1.#IND,Null_Gravity_level,-1.#IND,Plain,549,-1.#IND,-1.#IND,-1.#IND,-0.0365,-0.05325,0.0135,0.021985,Ignorable_fluctuation,-0.000460543,Decrement,2,0.48725,-0.6135,0.6205
5,DRIVING1,2013-11-01T11:43:19.000-05:00,0.671333,0.612667,0.414333,-1.#IND,Null_Gravity_level,-1.#IND,Plain,550,-1.#IND,-1.#IND,-1.#IND,-0.0696667,-0.0353333,0.0206667,0.0269341,Ignorable_fluctuation,-0.0982297,Decrement,3,-0.264333,-0.102333,0.959,-0.6,0.735,-0.314,-1.#IND,Null_Gravity_level,-1.#IND,Plain,550,-1.#IND,-1.#IND,-1.#IND,-0.0346667,0.028,-0.0676667,0.0270073,Ignorable_fluctuation,0.00404463,Increment,1,0.976,0.061,0.206333,-0.104333,0.952667,0.285,-1.#IND,Null_Gravity_level,-1.#IND,Plain,550,-1.#IND,-1.#IND,-1.#IND,0.00566667,0.0123333,-0.0293333,0.0107738,Ignorable_fluctuation,0.000453211,Increment,1,0.447667,0.425667,-0.782667,-0.451,0.701,0.541,-1.#IND,Null_Gravity_level,-1.#IND,Plain,550,-1.#IND,-1.#IND,-1.#IND,-0.032,-0.0176667,0.00666667,0.0123853,Ignorable_fluctuation,-0.00959973,Decrement,3,0.466,-0.603333,0.647
5,DRIVING1,2013-11-01T11:43:20.000-05:00,0.65275,0.64475,0.389,-1.#IND,Null_Gravity_level,-1.#IND,Plain,551,-1.#IND,-1.#IND,-1.#IND,0.04875,0.055,0.0925,0.0393811,Ignorable_fluctuation,0.012447,Increment,1,-0.2445,-0.14125,0.95875,-0.6115,0.72375,-0.31875,-1.#IND,Null_Gravity_level,-1.#IND,Plain,551,-1.#IND,-1.#IND,-1.#IND,-0.07425,0.02925,-0.04625,0.0307457,Ignorable_fluctuation,0.00373839,Increment,2,0.97325,0.1015,0.20475,-0.07775,0.966,0.2465,-1.#IND,Null_Gravity_level,-1.#IND,Plain,551,-1.#IND,-1.#IND,-1.#IND,0.0155,0.0095,0.01175,0.00721543,Ignorable_fluctuation,-0.00355833,Decrement,1,0.3775,0.38025,-0.836,-0.34,0.766,0.53825,-1.#IND,Null_Gravity_level,-1.#IND,Plain,551,-1.#IND,-1.#IND,-1.#IND,-0.0185,0.0165,0.01725,0.0100668,Ignorable_fluctuation,-0.00231849,Decrement,4,0.475,-0.62475,0.616
